"Plot Title: LB_2_C"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10559462, SEN S/N: 10559462)","Full Range, μS/cm (LGR S/N: 10559462, SEN S/N: 10559462)","Temp, °C (LGR S/N: 10559462, SEN S/N: 10559462)","Coupler Detached (LGR S/N: 10559462)","Coupler Attached (LGR S/N: 10559462)","Host Connected (LGR S/N: 10559462)","Stopped (LGR S/N: 10559462)","End Of File (LGR S/N: 10559462)"
44,01/20/15 11:30:00 PM,960.27,1051.01,4.99,,,,,
45,01/20/15 11:40:00 PM,959.90,1050.22,4.96,,,,,
46,01/20/15 11:50:00 PM,959.34,1049.82,4.96,,,,,
47,01/21/15 12:00:00 AM,958.90,1049.44,4.94,,,,,
48,01/21/15 12:10:00 AM,958.74,1049.03,4.94,,,,,
49,01/21/15 12:20:00 AM,958.58,1049.03,4.94,,,,,
50,01/21/15 12:30:00 AM,958.35,1048.64,4.92,,,,,
51,01/21/15 12:40:00 AM,958.26,1048.63,4.94,,,,,
52,01/21/15 12:50:00 AM,958.57,1048.61,4.95,,,,,
53,01/21/15 01:00:00 AM,958.09,1049.02,4.95,,,,,
54,01/21/15 01:10:00 AM,958.25,1049.02,4.95,,,,,
55,01/21/15 01:20:00 AM,958.24,1049.41,4.96,,,,,
56,01/21/15 01:30:00 AM,958.45,1049.38,4.99,,,,,
57,01/21/15 01:40:00 AM,958.91,1049.78,5.00,,,,,
58,01/21/15 01:50:00 AM,958.82,1050.57,5.01,,,,,
59,01/21/15 02:00:00 AM,958.98,1050.98,5.01,,,,,
60,01/21/15 02:10:00 AM,959.28,1051.37,5.03,,,,,
61,01/21/15 02:20:00 AM,959.27,1051.36,5.04,,,,,
62,01/21/15 02:30:00 AM,959.28,1051.37,5.03,,,,,
63,01/21/15 02:40:00 AM,959.33,1051.34,5.05,,,,,
64,01/21/15 02:50:00 AM,959.25,1051.75,5.05,,,,,
65,01/21/15 03:00:00 AM,959.32,1051.74,5.07,,,,,
66,01/21/15 03:10:00 AM,959.15,1051.72,5.08,,,,,
67,01/21/15 03:20:00 AM,959.31,1051.72,5.08,,,,,
68,01/21/15 03:30:00 AM,959.23,1051.72,5.08,,,,,
69,01/21/15 03:40:00 AM,959.37,1052.11,5.09,,,,,
70,01/21/15 03:50:00 AM,960.26,1052.94,5.08,,,,,
71,01/21/15 04:00:00 AM,959.29,1052.11,5.09,,,,,
72,01/21/15 04:10:00 AM,958.82,1051.30,5.09,,,,,
73,01/21/15 04:20:00 AM,959.45,1052.52,5.09,,,,,
74,01/21/15 04:30:00 AM,959.68,1052.91,5.10,,,,,
75,01/21/15 04:40:00 AM,959.20,1052.91,5.10,,,,,
76,01/21/15 04:50:00 AM,959.04,1052.10,5.10,,,,,
77,01/21/15 05:00:00 AM,958.10,1051.69,5.10,,,,,
78,01/21/15 05:10:00 AM,957.75,1050.45,5.13,,,,,
79,01/21/15 05:20:00 AM,957.45,1050.46,5.12,,,,,
80,01/21/15 05:30:00 AM,956.65,1049.63,5.13,,,,,
81,01/21/15 05:40:00 AM,955.87,1049.24,5.12,,,,,
82,01/21/15 05:50:00 AM,956.00,1049.21,5.14,,,,,
83,01/21/15 06:00:00 AM,956.55,1050.02,5.14,,,,,
84,01/21/15 06:10:00 AM,956.71,1050.02,5.14,,,,,
85,01/21/15 06:20:00 AM,956.86,1050.42,5.15,,,,,
86,01/21/15 06:30:00 AM,957.16,1051.22,5.17,,,,,
87,01/21/15 06:40:00 AM,957.40,1051.62,5.17,,,,,
88,01/21/15 06:50:00 AM,958.00,1052.00,5.19,,,,,
89,01/21/15 07:00:00 AM,958.16,1052.41,5.19,,,,,
90,01/21/15 07:10:00 AM,958.47,1052.80,5.21,,,,,
91,01/21/15 07:20:00 AM,958.62,1053.20,5.21,,,,,
92,01/21/15 07:30:00 AM,958.14,1052.78,5.22,,,,,
93,01/21/15 07:40:00 AM,957.49,1052.36,5.23,,,,,
94,01/21/15 07:50:00 AM,957.95,1052.35,5.24,,,,,
95,01/21/15 08:00:00 AM,958.73,1054.37,5.26,,,,,
96,01/21/15 08:10:00 AM,959.67,1055.57,5.27,,,,,
97,01/21/15 08:20:00 AM,960.91,1056.76,5.30,,,,,
98,01/21/15 08:30:00 AM,962.20,1058.73,5.35,,,,,
99,01/21/15 08:40:00 AM,963.48,1060.29,5.41,,,,,
100,01/21/15 08:50:00 AM,964.40,1061.07,5.44,,,,,
101,01/21/15 09:00:00 AM,964.93,1062.26,5.46,,,,,
102,01/21/15 09:10:00 AM,965.22,1063.05,5.49,,,,,
103,01/21/15 09:20:00 AM,965.99,1063.42,5.51,,,,,
104,01/21/15 09:30:00 AM,966.11,1063.79,5.55,,,,,
105,01/21/15 09:40:00 AM,966.71,1064.57,5.58,,,,,
106,01/21/15 09:50:00 AM,967.39,1065.34,5.62,,,,,
107,01/21/15 10:00:00 AM,968.39,1066.94,5.64,,,,,
108,01/21/15 10:10:00 AM,970.58,1070.07,5.75,,,,,
109,01/21/15 10:20:00 AM,973.99,1074.38,5.89,,,,,
110,01/21/15 10:30:00 AM,978.51,1080.23,6.11,,,,,
111,01/21/15 10:40:00 AM,983.04,1085.69,6.31,,,,,
112,01/21/15 10:50:00 AM,986.20,1089.99,6.47,,,,,
113,01/21/15 11:00:00 AM,982.06,1084.52,6.27,,,,,
114,01/21/15 11:10:00 AM,986.51,1090.38,6.48,,,,,
115,01/21/15 11:20:00 AM,989.99,1095.10,6.62,,,,,
116,01/21/15 11:30:00 AM,992.61,1098.59,6.76,,,,,
117,01/21/15 11:40:00 AM,994.28,1100.55,6.83,,,,,
118,01/21/15 11:50:00 AM,996.84,1104.06,6.95,,,,,
119,01/21/15 12:00:00 PM,998.49,1106.01,7.03,,,,,
120,01/21/15 12:10:00 PM,999.48,1107.59,7.07,,,,,
121,01/21/15 12:20:00 PM,996.53,1103.67,6.94,,,,,
122,01/21/15 12:30:00 PM,993.38,1099.78,6.79,,,,,
123,01/21/15 12:40:00 PM,987.22,1091.92,6.56,,,,,
124,01/21/15 12:50:00 PM,985.70,1089.55,6.49,,,,,
125,01/21/15 01:00:00 PM,984.62,1089.17,6.47,,,,,
126,01/21/15 01:10:00 PM,988.63,1094.25,6.65,,,,,
127,01/21/15 01:20:00 PM,996.16,1103.61,6.99,,,,,
128,01/21/15 01:30:00 PM,999.56,1107.91,7.15,,,,,
129,01/21/15 01:40:00 PM,998.19,1106.34,7.10,,,,,
130,01/21/15 01:50:00 PM,993.98,1101.29,6.89,,,,,
131,01/21/15 02:00:00 PM,991.27,1097.78,6.76,,,,,
132,01/21/15 02:10:00 PM,994.05,1101.68,6.90,,,,,
133,01/21/15 02:20:00 PM,997.98,1106.78,7.07,,,,,
134,01/21/15 02:30:00 PM,999.62,1108.30,7.16,,,,,
135,01/21/15 02:40:00 PM,1001.28,1111.06,7.24,,,,,
136,01/21/15 02:50:00 PM,1001.27,1111.04,7.25,,,,,
137,01/21/15 03:00:00 PM,1001.96,1112.25,7.26,,,,,
138,01/21/15 03:10:00 PM,1001.16,1111.10,7.20,,,,,
139,01/21/15 03:20:00 PM,999.66,1108.75,7.12,,,,,
140,01/21/15 03:30:00 PM,998.29,1107.18,7.07,,,,,
141,01/21/15 03:40:00 PM,995.13,1102.87,6.93,,,,,
142,01/21/15 03:50:00 PM,993.60,1101.31,6.88,,,,,
143,01/21/15 04:00:00 PM,992.76,1100.12,6.85,,,,,
144,01/21/15 04:10:00 PM,991.02,1098.17,6.77,,,,,
145,01/21/15 04:20:00 PM,988.90,1095.84,6.68,,,,,
146,01/21/15 04:30:00 PM,986.24,1092.29,6.58,,,,,
147,01/21/15 04:40:00 PM,984.82,1090.76,6.50,,,,,
148,01/21/15 04:50:00 PM,983.07,1088.39,6.44,,,,,
149,01/21/15 05:00:00 PM,981.48,1086.43,6.38,,,,,
150,01/21/15 05:10:00 PM,979.74,1084.49,6.30,,,,,
151,01/21/15 05:20:00 PM,977.92,1082.13,6.22,,,,,
152,01/21/15 05:30:00 PM,976.19,1079.39,6.13,,,,,
153,01/21/15 05:40:00 PM,974.31,1077.46,6.04,,,,,
154,01/21/15 05:50:00 PM,973.18,1075.89,5.99,,,,,
155,01/21/15 06:00:00 PM,971.65,1074.33,5.94,,,,,
156,01/21/15 06:10:00 PM,970.42,1072.74,5.90,,,,,
157,01/21/15 06:20:00 PM,970.00,1072.40,5.85,,,,,
158,01/21/15 06:30:00 PM,972.28,1075.23,5.86,,,,,
159,01/21/15 06:40:00 PM,975.16,1078.44,5.90,,,,,
160,01/21/15 06:50:00 PM,976.61,1081.22,5.95,,,,,
161,01/21/15 07:00:00 PM,977.48,1082.44,5.95,,,,,
162,01/21/15 07:10:00 PM,977.88,1082.44,5.95,,,,,
163,01/21/15 07:20:00 PM,977.97,1083.27,5.94,,,,,
164,01/21/15 07:30:00 PM,977.59,1082.47,5.93,,,,,
165,01/21/15 07:40:00 PM,976.22,1080.50,5.87,,,,,
166,01/21/15 07:50:00 PM,974.22,1078.12,5.82,,,,,
167,01/21/15 08:00:00 PM,972.53,1076.14,5.77,,,,,
168,01/21/15 08:10:00 PM,971.21,1074.54,5.75,,,,,
169,01/21/15 08:20:00 PM,970.30,1073.37,5.71,,,,,
170,01/21/15 08:30:00 PM,968.70,1071.82,5.64,,,,,
171,01/21/15 08:40:00 PM,967.10,1069.84,5.59,,,,,
172,01/21/15 08:50:00 PM,965.88,1068.27,5.54,,,,,
173,01/21/15 09:00:00 PM,964.34,1066.69,5.50,,,,,
174,01/21/15 09:10:00 PM,962.91,1064.74,5.42,,,,,
175,01/21/15 09:20:00 PM,961.15,1062.36,5.37,,,,,
176,01/21/15 09:30:00 PM,959.23,1060.00,5.31,,,,,
177,01/21/15 09:40:00 PM,957.62,1058.02,5.26,,,,,
178,01/21/15 09:50:00 PM,956.33,1056.86,5.21,,,,,
179,01/21/15 10:00:00 PM,955.72,1055.67,5.18,,,,,
180,01/21/15 10:10:00 PM,955.41,1055.67,5.18,,,,,
181,01/21/15 10:20:00 PM,955.25,1055.67,5.18,,,,,
182,01/21/15 10:30:00 PM,954.34,1054.49,5.14,,,,,
183,01/21/15 10:40:00 PM,954.11,1054.10,5.13,,,,,
184,01/21/15 10:50:00 PM,954.05,1053.71,5.12,,,,,
185,01/21/15 11:00:00 PM,953.82,1053.72,5.10,,,,,
186,01/21/15 11:10:00 PM,953.84,1053.74,5.09,,,,,
187,01/21/15 11:20:00 PM,954.14,1054.13,5.10,,,,,
188,01/21/15 11:30:00 PM,954.44,1054.93,5.12,,,,,
189,01/21/15 11:40:00 PM,954.83,1054.91,5.13,,,,,
190,01/21/15 11:50:00 PM,954.83,1055.32,5.13,,,,,
191,01/22/15 12:00:00 AM,954.44,1054.93,5.12,,,,,
192,01/22/15 12:10:00 AM,954.14,1054.94,5.10,,,,,
193,01/22/15 12:20:00 AM,954.43,1055.32,5.13,,,,,
194,01/22/15 12:30:00 AM,954.58,1055.71,5.14,,,,,
195,01/22/15 12:40:00 AM,954.52,1055.34,5.12,,,,,
196,01/22/15 12:50:00 AM,953.97,1054.52,5.12,,,,,
197,01/22/15 01:00:00 AM,953.90,1054.54,5.10,,,,,
198,01/22/15 01:10:00 AM,953.66,1054.54,5.10,,,,,
199,01/22/15 01:20:00 AM,953.74,1054.94,5.10,,,,,
200,01/22/15 01:30:00 AM,953.90,1054.54,5.10,,,,,
201,01/22/15 01:40:00 AM,953.19,1054.13,5.10,,,,,
202,01/22/15 01:50:00 AM,952.27,1053.35,5.08,,,,,
203,01/22/15 02:00:00 AM,951.35,1051.76,5.04,,,,,
204,01/22/15 02:10:00 AM,950.51,1050.98,5.01,,,,,
205,01/22/15 02:20:00 AM,949.82,1050.20,4.99,,,,,
206,01/22/15 02:30:00 AM,949.06,1049.01,4.96,,,,,
207,01/22/15 02:40:00 AM,948.38,1047.83,4.92,,,,,
208,01/22/15 02:50:00 AM,947.85,1047.86,4.90,,,,,
209,01/22/15 03:00:00 AM,946.77,1046.67,4.87,,,,,
210,01/22/15 03:10:00 AM,946.55,1046.28,4.86,,,,,
211,01/22/15 03:20:00 AM,946.53,1046.26,4.87,,,,,
212,01/22/15 03:30:00 AM,946.63,1046.68,4.86,,,,,
213,01/22/15 03:40:00 AM,946.93,1046.67,4.87,,,,,
214,01/22/15 03:50:00 AM,947.52,1047.44,4.91,,,,,
215,01/22/15 04:00:00 AM,948.13,1048.63,4.94,,,,,
216,01/22/15 04:10:00 AM,948.67,1049.02,4.95,,,,,
217,01/22/15 04:20:00 AM,948.52,1049.02,4.95,,,,,
218,01/22/15 04:30:00 AM,949.21,1049.82,4.96,,,,,
219,01/22/15 04:40:00 AM,949.28,1049.80,4.98,,,,,
220,01/22/15 04:50:00 AM,949.44,1050.21,4.98,,,,,
221,01/22/15 05:00:00 AM,949.35,1050.20,4.99,,,,,
222,01/22/15 05:10:00 AM,949.66,1051.01,4.99,,,,,
223,01/22/15 05:20:00 AM,949.89,1050.99,5.00,,,,,
224,01/22/15 05:30:00 AM,950.03,1051.39,5.01,,,,,
225,01/22/15 05:40:00 AM,949.96,1051.39,5.01,,,,,
226,01/22/15 05:50:00 AM,949.96,1051.79,5.01,,,,,
227,01/22/15 06:00:00 AM,950.43,1052.20,5.01,,,,,
228,01/22/15 06:10:00 AM,950.73,1052.59,5.03,,,,,
229,01/22/15 06:20:00 AM,951.35,1053.80,5.04,,,,,
230,01/22/15 06:30:00 AM,951.66,1053.78,5.05,,,,,
231,01/22/15 06:40:00 AM,952.12,1054.58,5.07,,,,,
232,01/22/15 06:50:00 AM,952.33,1054.96,5.09,,,,,
233,01/22/15 07:00:00 AM,952.79,1055.35,5.10,,,,,
234,01/22/15 07:10:00 AM,953.02,1055.74,5.12,,,,,
235,01/22/15 07:20:00 AM,953.10,1056.15,5.12,,,,,
236,01/22/15 07:30:00 AM,953.18,1056.15,5.12,,,,,
237,01/22/15 07:40:00 AM,953.48,1056.54,5.13,,,,,
238,01/22/15 07:50:00 AM,953.86,1056.93,5.14,,,,,
239,01/22/15 08:00:00 AM,953.86,1057.34,5.14,,,,,
240,01/22/15 08:10:00 AM,954.01,1057.32,5.15,,,,,
241,01/22/15 08:20:00 AM,953.92,1057.31,5.17,,,,,
242,01/22/15 08:30:00 AM,954.14,1058.11,5.18,,,,,
243,01/22/15 08:40:00 AM,954.66,1058.47,5.22,,,,,
244,01/22/15 08:50:00 AM,955.50,1060.07,5.24,,,,,
245,01/22/15 09:00:00 AM,956.57,1060.84,5.28,,,,,
246,01/22/15 09:10:00 AM,957.40,1062.01,5.32,,,,,
247,01/22/15 09:20:00 AM,958.08,1063.19,5.36,,,,,
248,01/22/15 09:30:00 AM,958.75,1064.37,5.40,,,,,
249,01/22/15 09:40:00 AM,959.28,1064.74,5.42,,,,,
250,01/22/15 09:50:00 AM,959.96,1065.93,5.45,,,,,
251,01/22/15 10:00:00 AM,960.27,1066.33,5.46,,,,,
252,01/22/15 10:10:00 AM,960.71,1067.11,5.49,,,,,
253,01/22/15 10:20:00 AM,961.32,1067.49,5.51,,,,,
254,01/22/15 10:30:00 AM,962.15,1068.66,5.55,,,,,
255,01/22/15 10:40:00 AM,962.75,1069.84,5.59,,,,,
256,01/22/15 10:50:00 AM,963.29,1070.23,5.60,,,,,
257,01/22/15 11:00:00 AM,963.51,1071.44,5.62,,,,,
258,01/22/15 11:10:00 AM,963.95,1071.80,5.66,,,,,
259,01/22/15 11:20:00 AM,964.01,1072.19,5.67,,,,,
260,01/22/15 11:30:00 AM,964.08,1072.18,5.68,,,,,
261,01/22/15 11:40:00 AM,964.38,1072.16,5.69,,,,,
262,01/22/15 11:50:00 AM,965.29,1073.75,5.73,,,,,
263,01/22/15 12:00:00 PM,965.58,1073.72,5.76,,,,,
264,01/22/15 12:10:00 PM,965.98,1074.53,5.76,,,,,
265,01/22/15 12:20:00 PM,966.20,1074.92,5.77,,,,,
266,01/22/15 12:30:00 PM,966.73,1075.30,5.80,,,,,
267,01/22/15 12:40:00 PM,966.89,1075.71,5.80,,,,,
268,01/22/15 12:50:00 PM,967.61,1076.85,5.86,,,,,
269,01/22/15 01:00:00 PM,968.15,1077.65,5.87,,,,,
270,01/22/15 01:10:00 PM,968.37,1077.62,5.90,,,,,
271,01/22/15 01:20:00 PM,968.15,1077.24,5.87,,,,,
272,01/22/15 01:30:00 PM,967.47,1076.87,5.85,,,,,
273,01/22/15 01:40:00 PM,967.10,1076.49,5.82,,,,,
274,01/22/15 01:50:00 PM,966.19,1075.31,5.78,,,,,
275,01/22/15 02:00:00 PM,966.11,1075.31,5.78,,,,,
276,01/22/15 02:10:00 PM,965.87,1074.91,5.78,,,,,
277,01/22/15 02:20:00 PM,965.65,1074.92,5.77,,,,,
278,01/22/15 02:30:00 PM,965.65,1074.92,5.77,,,,,
279,01/22/15 02:40:00 PM,965.72,1075.31,5.78,,,,,
280,01/22/15 02:50:00 PM,966.10,1075.71,5.80,,,,,
281,01/22/15 03:00:00 PM,965.87,1075.31,5.78,,,,,
282,01/22/15 03:10:00 PM,965.64,1074.91,5.78,,,,,
283,01/22/15 03:20:00 PM,965.47,1074.89,5.80,,,,,
284,01/22/15 03:30:00 PM,965.49,1074.11,5.77,,,,,
285,01/22/15 03:40:00 PM,965.48,1074.50,5.78,,,,,
286,01/22/15 03:50:00 PM,965.53,1074.88,5.81,,,,,
287,01/22/15 04:00:00 PM,965.23,1074.89,5.80,,,,,
288,01/22/15 04:10:00 PM,965.24,1074.50,5.78,,,,,
289,01/22/15 04:20:00 PM,964.56,1073.72,5.76,,,,,
290,01/22/15 04:30:00 PM,964.01,1073.32,5.75,,,,,
291,01/22/15 04:40:00 PM,963.86,1072.92,5.75,,,,,
292,01/22/15 04:50:00 PM,963.41,1072.54,5.72,,,,,
293,01/22/15 05:00:00 PM,963.42,1072.15,5.71,,,,,
294,01/22/15 05:10:00 PM,962.96,1072.16,5.69,,,,,
295,01/22/15 05:20:00 PM,962.27,1071.38,5.67,,,,,
296,01/22/15 05:30:00 PM,961.85,1070.62,5.62,,,,,
297,01/22/15 05:40:00 PM,961.52,1070.20,5.63,,,,,
298,01/22/15 05:50:00 PM,960.90,1069.81,5.62,,,,,
299,01/22/15 06:00:00 PM,960.69,1069.03,5.59,,,,,
300,01/22/15 06:10:00 PM,960.16,1068.65,5.57,,,,,
301,01/22/15 06:20:00 PM,959.94,1067.85,5.55,,,,,
302,01/22/15 06:30:00 PM,959.56,1067.87,5.54,,,,,
303,01/22/15 06:40:00 PM,959.33,1067.47,5.53,,,,,
304,01/22/15 06:50:00 PM,959.03,1067.08,5.51,,,,,
305,01/22/15 07:00:00 PM,958.57,1066.28,5.50,,,,,
306,01/22/15 07:10:00 PM,958.26,1066.30,5.49,,,,,
307,01/22/15 07:20:00 PM,958.03,1065.89,5.49,,,,,
308,01/22/15 07:30:00 PM,957.96,1065.91,5.48,,,,,
309,01/22/15 07:40:00 PM,957.96,1066.31,5.48,,,,,
310,01/22/15 07:50:00 PM,957.89,1066.33,5.46,,,,,
311,01/22/15 08:00:00 PM,958.51,1066.72,5.48,,,,,
312,01/22/15 08:10:00 PM,958.83,1067.13,5.48,,,,,
313,01/22/15 08:20:00 PM,959.13,1067.92,5.49,,,,,
314,01/22/15 08:30:00 PM,959.84,1068.74,5.49,,,,,
315,01/22/15 08:40:00 PM,960.77,1069.93,5.51,,,,,
316,01/22/15 08:50:00 PM,961.47,1071.13,5.53,,,,,
317,01/22/15 09:00:00 PM,962.01,1071.52,5.54,,,,,
318,01/22/15 09:10:00 PM,961.77,1071.52,5.54,,,,,
319,01/22/15 09:20:00 PM,961.69,1071.93,5.54,,,,,
320,01/22/15 09:30:00 PM,961.45,1070.71,5.54,,,,,
321,01/22/15 09:40:00 PM,960.83,1069.91,5.53,,,,,
322,01/22/15 09:50:00 PM,960.14,1069.11,5.51,,,,,
323,01/22/15 10:00:00 PM,959.21,1068.33,5.49,,,,,
324,01/22/15 10:10:00 PM,958.46,1067.15,5.45,,,,,
325,01/22/15 10:20:00 PM,957.46,1065.56,5.42,,,,,
326,01/22/15 10:30:00 PM,956.23,1063.97,5.39,,,,,
327,01/22/15 10:40:00 PM,955.02,1063.22,5.33,,,,,
328,01/22/15 10:50:00 PM,954.04,1061.65,5.28,,,,,
329,01/22/15 11:00:00 PM,952.82,1060.08,5.23,,,,,
330,01/22/15 11:10:00 PM,951.31,1058.12,5.17,,,,,
331,01/22/15 11:20:00 PM,949.93,1056.55,5.12,,,,,
332,01/22/15 11:30:00 PM,948.66,1055.01,5.04,,,,,
333,01/22/15 11:40:00 PM,947.42,1053.42,5.01,,,,,
334,01/22/15 11:50:00 PM,946.43,1051.84,4.98,,,,,
335,01/23/15 12:00:00 AM,945.98,1051.05,4.95,,,,,
336,01/23/15 12:10:00 AM,945.23,1050.28,4.91,,,,,
337,01/23/15 12:20:00 AM,944.69,1049.48,4.90,,,,,
338,01/23/15 12:30:00 AM,944.08,1049.11,4.87,,,,,
339,01/23/15 12:40:00 AM,943.78,1049.12,4.86,,,,,
340,01/23/15 12:50:00 AM,943.38,1048.31,4.86,,,,,
341,01/23/15 01:00:00 AM,943.09,1047.93,4.83,,,,,
342,01/23/15 01:10:00 AM,942.55,1047.54,4.82,,,,,
343,01/23/15 01:20:00 AM,942.01,1046.74,4.81,,,,,
344,01/23/15 01:30:00 AM,941.78,1046.35,4.80,,,,,
345,01/23/15 01:40:00 AM,941.49,1045.97,4.77,,,,,
346,01/23/15 01:50:00 AM,940.94,1045.56,4.77,,,,,
347,01/23/15 02:00:00 AM,940.55,1044.76,4.76,,,,,
348,01/23/15 02:10:00 AM,940.09,1044.78,4.74,,,,,
349,01/23/15 02:20:00 AM,939.64,1043.59,4.72,,,,,
350,01/23/15 02:30:00 AM,938.95,1043.21,4.69,,,,,
351,01/23/15 02:40:00 AM,938.89,1042.82,4.68,,,,,
352,01/23/15 02:50:00 AM,938.57,1042.41,4.68,,,,,
353,01/23/15 03:00:00 AM,938.49,1042.41,4.68,,,,,
354,01/23/15 03:10:00 AM,938.41,1042.41,4.68,,,,,
355,01/23/15 03:20:00 AM,938.17,1042.41,4.68,,,,,
356,01/23/15 03:30:00 AM,938.56,1042.80,4.69,,,,,
357,01/23/15 03:40:00 AM,938.72,1042.80,4.69,,,,,
358,01/23/15 03:50:00 AM,938.80,1043.21,4.69,,,,,
359,01/23/15 04:00:00 AM,938.86,1043.20,4.71,,,,,
360,01/23/15 04:10:00 AM,938.55,1043.20,4.71,,,,,
361,01/23/15 04:20:00 AM,938.62,1042.79,4.71,,,,,
362,01/23/15 04:30:00 AM,938.49,1042.82,4.68,,,,,
363,01/23/15 04:40:00 AM,938.02,1042.41,4.68,,,,,
364,01/23/15 04:50:00 AM,937.87,1042.02,4.67,,,,,
365,01/23/15 05:00:00 AM,937.49,1042.03,4.65,,,,,
366,01/23/15 05:10:00 AM,937.58,1041.64,4.64,,,,,
367,01/23/15 05:20:00 AM,936.96,1041.25,4.63,,,,,
368,01/23/15 05:30:00 AM,936.81,1041.26,4.62,,,,,
369,01/23/15 05:40:00 AM,936.35,1040.87,4.60,,,,,
370,01/23/15 05:50:00 AM,936.19,1040.46,4.60,,,,,
371,01/23/15 06:00:00 AM,935.97,1040.07,4.59,,,,,
372,01/23/15 06:10:00 AM,935.65,1039.67,4.59,,,,,
373,01/23/15 06:20:00 AM,935.81,1039.67,4.59,,,,,
374,01/23/15 06:30:00 AM,935.73,1039.67,4.59,,,,,
375,01/23/15 06:40:00 AM,935.73,1039.67,4.59,,,,,
376,01/23/15 06:50:00 AM,935.81,1039.67,4.59,,,,,
377,01/23/15 07:00:00 AM,935.80,1039.65,4.60,,,,,
378,01/23/15 07:10:00 AM,935.65,1039.67,4.59,,,,,
379,01/23/15 07:20:00 AM,935.33,1039.67,4.59,,,,,
380,01/23/15 07:30:00 AM,935.17,1039.67,4.59,,,,,
381,01/23/15 07:40:00 AM,934.62,1038.85,4.59,,,,,
382,01/23/15 07:50:00 AM,934.49,1038.48,4.56,,,,,
383,01/23/15 08:00:00 AM,934.41,1038.48,4.56,,,,,
384,01/23/15 08:10:00 AM,934.46,1038.85,4.59,,,,,
385,01/23/15 08:20:00 AM,934.46,1038.45,4.59,,,,,
386,01/23/15 08:30:00 AM,935.06,1040.03,4.63,,,,,
