"Plot Title: LB_2_C"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10559462, SEN S/N: 10559462)","Full Range, μS/cm (LGR S/N: 10559462, SEN S/N: 10559462)","Temp, °C (LGR S/N: 10559462, SEN S/N: 10559462)","Coupler Detached (LGR S/N: 10559462)","Coupler Attached (LGR S/N: 10559462)","Host Connected (LGR S/N: 10559462)","Stopped (LGR S/N: 10559462)","End Of File (LGR S/N: 10559462)"
42,01/03/15 04:50:00 PM,1154.30,1201.39,8.71,,,,,
43,01/03/15 05:00:00 PM,1154.38,1201.39,8.71,,,,,
44,01/03/15 05:10:00 PM,1153.57,1200.56,8.73,,,,,
45,01/03/15 05:20:00 PM,1153.24,1200.13,8.74,,,,,
46,01/03/15 05:30:00 PM,1154.24,1201.73,8.77,,,,,
47,01/03/15 05:40:00 PM,1155.96,1203.33,8.79,,,,,
48,01/03/15 05:50:00 PM,1157.39,1204.97,8.79,,,,,
49,01/03/15 06:00:00 PM,1158.68,1206.62,8.78,,,,,
50,01/03/15 06:10:00 PM,1159.44,1207.40,8.80,,,,,
51,01/03/15 06:20:00 PM,1159.70,1208.24,8.79,,,,,
52,01/03/15 06:30:00 PM,1159.41,1207.86,8.77,,,,,
53,01/03/15 06:40:00 PM,1158.79,1207.06,8.75,,,,,
54,01/03/15 06:50:00 PM,1158.18,1206.28,8.73,,,,,
55,01/03/15 07:00:00 PM,1158.28,1206.29,8.71,,,,,
56,01/03/15 07:10:00 PM,1158.50,1207.09,8.73,,,,,
57,01/03/15 07:20:00 PM,1158.88,1207.49,8.74,,,,,
58,01/03/15 07:30:00 PM,1159.33,1208.68,8.77,,,,,
59,01/03/15 07:40:00 PM,1159.86,1208.65,8.79,,,,,
60,01/03/15 07:50:00 PM,1161.07,1210.21,8.84,,,,,
61,01/03/15 08:00:00 PM,1162.53,1211.39,8.88,,,,,
62,01/03/15 08:10:00 PM,1163.52,1213.38,8.92,,,,,
63,01/03/15 08:20:00 PM,1164.30,1213.78,8.93,,,,,
64,01/03/15 08:30:00 PM,1164.84,1214.58,8.95,,,,,
65,01/03/15 08:40:00 PM,1164.42,1214.56,8.96,,,,,
66,01/03/15 08:50:00 PM,1162.99,1212.52,8.96,,,,,
67,01/03/15 09:00:00 PM,1161.85,1211.26,8.98,,,,,
68,01/03/15 09:10:00 PM,1161.43,1211.24,9.00,,,,,
69,01/03/15 09:20:00 PM,1161.82,1212.04,9.01,,,,,
70,01/03/15 09:30:00 PM,1162.88,1212.81,9.05,,,,,
71,01/03/15 09:40:00 PM,1166.05,1216.39,9.13,,,,,
72,01/03/15 09:50:00 PM,1168.99,1219.98,9.19,,,,,
73,01/03/15 10:00:00 PM,1171.32,1222.37,9.24,,,,,
74,01/03/15 10:10:00 PM,1173.26,1224.77,9.28,,,,,
75,01/03/15 10:20:00 PM,1175.54,1227.60,9.31,,,,,
76,01/03/15 10:30:00 PM,1177.42,1229.61,9.33,,,,,
77,01/03/15 10:40:00 PM,1174.34,1226.29,9.37,,,,,
78,01/03/15 10:50:00 PM,1167.69,1218.47,9.41,,,,,
79,01/03/15 11:00:00 PM,1159.15,1209.45,9.43,,,,,
80,01/03/15 11:10:00 PM,1151.45,1201.20,9.50,,,,,
81,01/03/15 11:20:00 PM,1131.71,1179.44,9.61,,,,,
82,01/03/15 11:30:00 PM,1094.57,1138.60,9.72,,,,,
83,01/03/15 11:40:00 PM,1030.24,1068.71,9.82,,,,,
84,01/03/15 11:50:00 PM,934.98,965.70,9.95,,,,,
85,01/04/15 12:00:00 AM,892.87,920.37,9.91,,,,,
86,01/04/15 12:10:00 AM,870.58,897.62,9.82,,,,,
87,01/04/15 12:20:00 AM,900.43,929.83,9.67,,,,,
88,01/04/15 12:30:00 AM,968.95,1002.46,9.45,,,,,
89,01/04/15 12:40:00 AM,972.82,1006.58,9.36,,,,,
90,01/04/15 12:50:00 AM,951.11,982.67,9.49,,,,,
91,01/04/15 01:00:00 AM,899.18,927.84,9.65,,,,,
92,01/04/15 01:10:00 AM,856.27,881.90,9.51,,,,,
93,01/04/15 01:20:00 AM,916.58,945.65,9.10,,,,,
94,01/04/15 01:30:00 AM,955.15,987.14,8.68,,,,,
95,01/04/15 01:40:00 AM,904.49,933.82,8.88,,,,,
96,01/04/15 01:50:00 AM,907.30,936.44,9.07,,,,,
97,01/04/15 02:00:00 AM,888.36,915.95,9.09,,,,,
98,01/04/15 02:10:00 AM,886.01,913.72,8.91,,,,,
99,01/04/15 02:20:00 AM,831.62,855.58,9.01,,,,,
100,01/04/15 02:30:00 AM,813.13,835.60,9.02,,,,,
101,01/04/15 02:40:00 AM,793.73,815.21,9.09,,,,,
102,01/04/15 02:50:00 AM,791.72,813.58,9.13,,,,,
103,01/04/15 03:00:00 AM,789.07,810.83,9.09,,,,,
104,01/04/15 03:10:00 AM,738.79,757.52,9.11,,,,,
105,01/04/15 03:20:00 AM,681.96,698.42,9.23,,,,,
106,01/04/15 03:30:00 AM,711.28,728.49,9.23,,,,,
107,01/04/15 03:40:00 AM,774.27,794.56,9.02,,,,,
108,01/04/15 03:50:00 AM,770.12,790.62,8.97,,,,,
109,01/04/15 04:00:00 AM,751.19,770.30,9.02,,,,,
110,01/04/15 04:10:00 AM,713.43,730.96,9.10,,,,,
111,01/04/15 04:20:00 AM,671.25,687.39,9.18,,,,,
112,01/04/15 04:30:00 AM,659.16,674.36,9.18,,,,,
113,01/04/15 04:40:00 AM,709.76,726.97,9.14,,,,,
114,01/04/15 04:50:00 AM,735.51,753.91,9.16,,,,,
115,01/04/15 05:00:00 AM,722.42,740.38,9.23,,,,,
116,01/04/15 05:10:00 AM,718.35,735.98,9.28,,,,,
117,01/04/15 05:20:00 AM,712.55,730.00,9.32,,,,,
118,01/04/15 05:30:00 AM,721.89,739.92,9.31,,,,,
119,01/04/15 05:40:00 AM,742.52,761.75,9.29,,,,,
120,01/04/15 05:50:00 AM,753.35,772.86,9.29,,,,,
121,01/04/15 06:00:00 AM,730.95,749.42,9.33,,,,,
122,01/04/15 06:10:00 AM,714.79,732.32,9.40,,,,,
123,01/04/15 06:20:00 AM,725.83,743.79,9.42,,,,,
124,01/04/15 06:30:00 AM,741.57,760.47,9.40,,,,,
125,01/04/15 06:40:00 AM,724.82,743.42,9.40,,,,,
126,01/04/15 06:50:00 AM,722.59,741.02,9.42,,,,,
127,01/04/15 07:00:00 AM,710.33,727.94,9.43,,,,,
128,01/04/15 07:10:00 AM,706.36,723.96,9.46,,,,,
129,01/04/15 07:20:00 AM,704.11,721.54,9.51,,,,,
130,01/04/15 07:30:00 AM,707.35,725.11,9.51,,,,,
131,01/04/15 07:40:00 AM,719.03,736.98,9.52,,,,,
132,01/04/15 07:50:00 AM,730.21,748.83,9.58,,,,,
133,01/04/15 08:00:00 AM,724.27,742.46,9.60,,,,,
134,01/04/15 08:10:00 AM,722.02,740.44,9.65,,,,,
135,01/04/15 08:20:00 AM,714.22,732.46,9.73,,,,,
136,01/04/15 08:30:00 AM,717.26,735.59,9.78,,,,,
137,01/04/15 08:40:00 AM,720.24,738.74,9.81,,,,,
138,01/04/15 08:50:00 AM,744.46,764.48,9.85,,,,,
139,01/04/15 09:00:00 AM,750.44,770.41,9.87,,,,,
140,01/04/15 09:10:00 AM,749.45,769.57,9.92,,,,,
141,01/04/15 09:20:00 AM,754.14,774.69,9.97,,,,,
142,01/04/15 09:30:00 AM,757.67,778.24,10.01,,,,,
143,01/04/15 09:40:00 AM,753.58,774.20,10.09,,,,,
144,01/04/15 09:50:00 AM,752.04,772.57,10.14,,,,,
145,01/04/15 10:00:00 AM,737.55,757.46,10.19,,,,,
146,01/04/15 10:10:00 AM,722.27,741.17,10.24,,,,,
147,01/04/15 10:20:00 AM,712.94,732.05,10.27,,,,,
148,01/04/15 10:30:00 AM,707.81,726.11,10.27,,,,,
149,01/04/15 10:40:00 AM,710.09,728.87,10.28,,,,,
150,01/04/15 10:50:00 AM,686.37,703.93,10.33,,,,,
151,01/04/15 11:00:00 AM,701.18,719.31,10.37,,,,,
152,01/04/15 11:10:00 AM,753.07,774.00,10.33,,,,,
153,01/04/15 11:20:00 AM,823.78,848.98,10.13,,,,,
154,01/04/15 11:30:00 AM,846.52,873.85,10.00,,,,,
155,01/04/15 11:40:00 AM,838.56,865.06,10.00,,,,,
156,01/04/15 11:50:00 AM,857.09,885.05,10.00,,,,,
157,01/04/15 12:00:00 PM,863.16,891.53,9.91,,,,,
158,01/04/15 12:10:00 PM,866.16,895.22,9.82,,,,,
159,01/04/15 12:20:00 PM,854.67,882.84,9.79,,,,,
160,01/04/15 12:30:00 PM,814.33,839.59,9.92,,,,,
161,01/04/15 12:40:00 PM,826.98,852.70,9.99,,,,,
162,01/04/15 12:50:00 PM,884.07,914.14,9.72,,,,,
163,01/04/15 01:00:00 PM,883.49,913.95,9.50,,,,,
164,01/04/15 01:10:00 PM,846.36,874.17,9.65,,,,,
165,01/04/15 01:20:00 PM,842.15,869.66,9.78,,,,,
166,01/04/15 01:30:00 PM,858.04,886.50,9.73,,,,,
167,01/04/15 01:40:00 PM,854.74,883.31,9.72,,,,,
168,01/04/15 01:50:00 PM,861.30,890.53,9.70,,,,,
169,01/04/15 02:00:00 PM,827.86,854.47,9.79,,,,,
170,01/04/15 02:10:00 PM,818.22,844.00,9.90,,,,,
171,01/04/15 02:20:00 PM,823.02,849.58,9.91,,,,,
172,01/04/15 02:30:00 PM,817.96,843.98,9.92,,,,,
173,01/04/15 02:40:00 PM,813.77,839.18,9.94,,,,,
174,01/04/15 02:50:00 PM,816.99,842.76,9.95,,,,,
175,01/04/15 03:00:00 PM,818.91,844.78,9.92,,,,,
176,01/04/15 03:10:00 PM,809.77,835.62,9.91,,,,,
177,01/04/15 03:20:00 PM,800.89,826.01,9.96,,,,,
178,01/04/15 03:30:00 PM,800.21,825.56,10.01,,,,,
179,01/04/15 03:40:00 PM,809.61,835.54,10.00,,,,,
180,01/04/15 03:50:00 PM,814.07,839.97,9.95,,,,,
181,01/04/15 04:00:00 PM,807.10,832.84,9.90,,,,,
182,01/04/15 04:10:00 PM,795.49,820.49,9.90,,,,,
183,01/04/15 04:20:00 PM,790.64,814.96,9.85,,,,,
184,01/04/15 04:30:00 PM,792.97,818.17,9.81,,,,,
185,01/04/15 04:40:00 PM,798.84,824.18,9.77,,,,,
186,01/04/15 04:50:00 PM,804.32,829.80,9.73,,,,,
187,01/04/15 05:00:00 PM,808.24,833.84,9.67,,,,,
188,01/04/15 05:10:00 PM,808.78,835.10,9.59,,,,,
189,01/04/15 05:20:00 PM,805.70,831.59,9.50,,,,,
190,01/04/15 05:30:00 PM,811.06,837.25,9.41,,,,,
191,01/04/15 05:40:00 PM,831.21,858.92,9.29,,,,,
192,01/04/15 05:50:00 PM,837.09,865.03,9.16,,,,,
193,01/04/15 06:00:00 PM,847.53,876.73,9.05,,,,,
194,01/04/15 06:10:00 PM,852.99,882.43,8.95,,,,,
195,01/04/15 06:20:00 PM,840.01,868.07,8.89,,,,,
196,01/04/15 06:30:00 PM,826.84,854.49,8.88,,,,,
197,01/04/15 06:40:00 PM,839.99,868.53,8.83,,,,,
198,01/04/15 06:50:00 PM,852.33,881.84,8.71,,,,,
199,01/04/15 07:00:00 PM,864.68,895.18,8.59,,,,,
200,01/04/15 07:10:00 PM,861.89,892.43,8.53,,,,,
201,01/04/15 07:20:00 PM,865.10,896.09,8.47,,,,,
202,01/04/15 07:30:00 PM,866.49,897.75,8.42,,,,,
203,01/04/15 07:40:00 PM,868.65,900.18,8.39,,,,,
204,01/04/15 07:50:00 PM,868.94,900.24,8.33,,,,,
205,01/04/15 08:00:00 PM,869.21,901.07,8.29,,,,,
206,01/04/15 08:10:00 PM,867.25,898.28,8.28,,,,,
207,01/04/15 08:20:00 PM,862.36,893.47,8.28,,,,,
208,01/04/15 08:30:00 PM,857.87,888.27,8.26,,,,,
209,01/04/15 08:40:00 PM,860.56,891.49,8.25,,,,,
210,01/04/15 08:50:00 PM,857.70,888.34,8.19,,,,,
211,01/04/15 09:00:00 PM,853.89,884.40,8.12,,,,,
212,01/04/15 09:10:00 PM,851.88,882.44,8.07,,,,,
213,01/04/15 09:20:00 PM,853.53,883.71,7.99,,,,,
214,01/04/15 09:30:00 PM,856.67,887.38,7.93,,,,,
215,01/04/15 09:40:00 PM,862.07,893.50,7.82,,,,,
216,01/04/15 09:50:00 PM,878.42,910.84,7.73,,,,,
217,01/04/15 10:00:00 PM,882.44,915.74,7.65,,,,,
218,01/04/15 10:10:00 PM,887.10,920.56,7.65,,,,,
219,01/04/15 10:20:00 PM,886.74,920.19,7.61,,,,,
220,01/04/15 10:30:00 PM,887.54,921.41,7.60,,,,,
221,01/04/15 10:40:00 PM,883.53,916.60,7.58,,,,,
222,01/04/15 10:50:00 PM,880.20,913.78,7.60,,,,,
223,01/04/15 11:00:00 PM,869.48,901.76,7.57,,,,,
224,01/04/15 11:10:00 PM,861.18,892.53,7.57,,,,,
225,01/04/15 11:20:00 PM,860.80,892.14,7.56,,,,,
226,01/04/15 11:30:00 PM,857.41,888.54,7.55,,,,,
227,01/04/15 11:40:00 PM,854.27,885.36,7.52,,,,,
228,01/04/15 11:50:00 PM,851.58,882.55,7.52,,,,,
229,01/05/15 12:00:00 AM,850.09,880.56,7.51,,,,,
230,01/05/15 12:10:00 AM,849.18,879.79,7.47,,,,,
231,01/05/15 12:20:00 AM,849.97,880.60,7.47,,,,,
232,01/05/15 12:30:00 AM,850.13,880.60,7.47,,,,,
233,01/05/15 12:40:00 AM,849.93,880.63,7.43,,,,,
234,01/05/15 12:50:00 AM,850.10,881.04,7.42,,,,,
235,01/05/15 01:00:00 AM,850.72,881.83,7.43,,,,,
236,01/05/15 01:10:00 AM,852.24,883.46,7.40,,,,,
237,01/05/15 01:20:00 AM,853.86,885.10,7.37,,,,,
238,01/05/15 01:30:00 AM,856.95,888.72,7.35,,,,,
239,01/05/15 01:40:00 AM,860.37,892.36,7.33,,,,,
240,01/05/15 01:50:00 AM,862.17,894.34,7.35,,,,,
241,01/05/15 02:00:00 AM,862.02,894.35,7.34,,,,,
242,01/05/15 02:10:00 AM,865.35,897.98,7.33,,,,,
243,01/05/15 02:20:00 AM,863.16,895.59,7.30,,,,,
244,01/05/15 02:30:00 AM,861.47,893.63,7.25,,,,,
245,01/05/15 02:40:00 AM,862.85,895.28,7.21,,,,,
246,01/05/15 02:50:00 AM,866.83,899.72,7.19,,,,,
247,01/05/15 03:00:00 AM,868.95,901.80,7.11,,,,,
248,01/05/15 03:10:00 AM,869.25,902.26,7.04,,,,,
249,01/05/15 03:20:00 AM,865.87,898.67,7.02,,,,,
250,01/05/15 03:30:00 AM,862.89,895.08,6.99,,,,,
251,01/05/15 03:40:00 AM,867.75,900.74,6.95,,,,,
252,01/05/15 03:50:00 AM,871.57,904.78,6.93,,,,,
253,01/05/15 04:00:00 AM,872.72,906.03,6.88,,,,,
254,01/05/15 04:10:00 AM,870.59,903.31,6.79,,,,,
255,01/05/15 04:20:00 AM,872.27,905.34,6.76,,,,,
256,01/05/15 04:30:00 AM,877.58,911.78,6.75,,,,,
257,01/05/15 04:40:00 AM,879.11,913.41,6.72,,,,,
258,01/05/15 04:50:00 AM,873.49,907.06,6.65,,,,,
259,01/05/15 05:00:00 AM,867.94,901.10,6.57,,,,,
260,01/05/15 05:10:00 AM,871.07,903.96,6.52,,,,,
261,01/05/15 05:20:00 AM,875.91,910.01,6.50,,,,,
262,01/05/15 05:30:00 AM,880.15,914.48,6.45,,,,,
263,01/05/15 05:40:00 AM,874.03,907.69,6.40,,,,,
264,01/05/15 05:50:00 AM,869.10,902.13,6.34,,,,,
265,01/05/15 06:00:00 AM,869.37,902.56,6.30,,,,,
266,01/05/15 06:10:00 AM,873.85,907.44,6.25,,,,,
267,01/05/15 06:20:00 AM,877.55,911.52,6.18,,,,,
268,01/05/15 06:30:00 AM,875.63,909.17,6.12,,,,,
269,01/05/15 06:40:00 AM,869.80,903.25,6.00,,,,,
270,01/05/15 06:50:00 AM,868.97,902.08,5.96,,,,,
271,01/05/15 07:00:00 AM,874.52,908.12,5.95,,,,,
272,01/05/15 07:10:00 AM,878.58,912.97,5.93,,,,,
273,01/05/15 07:20:00 AM,873.71,907.38,5.89,,,,,
274,01/05/15 07:30:00 AM,871.59,905.39,5.86,,,,,
275,01/05/15 07:40:00 AM,872.09,905.82,5.84,,,,,
276,01/05/15 07:50:00 AM,872.13,905.85,5.80,,,,,
277,01/05/15 08:00:00 AM,872.83,907.05,5.81,,,,,
278,01/05/15 08:10:00 AM,869.49,903.50,5.73,,,,,
279,01/05/15 08:20:00 AM,867.23,900.32,5.69,,,,,
280,01/05/15 08:30:00 AM,864.37,897.58,5.62,,,,,
281,01/05/15 08:40:00 AM,863.42,896.37,5.62,,,,,
282,01/05/15 08:50:00 AM,862.53,895.63,5.55,,,,,
283,01/05/15 09:00:00 AM,863.09,896.44,5.55,,,,,
284,01/05/15 09:10:00 AM,859.75,892.09,5.48,,,,,
285,01/05/15 09:20:00 AM,856.11,888.87,5.48,,,,,
286,01/05/15 09:30:00 AM,851.30,885.28,5.45,,,,,
287,01/05/15 09:40:00 AM,852.88,885.28,5.45,,,,,
288,01/05/15 09:50:00 AM,851.39,883.28,5.44,,,,,
289,01/05/15 10:00:00 AM,849.01,881.27,5.44,,,,,
290,01/05/15 10:10:00 AM,851.13,883.26,5.46,,,,,
291,01/05/15 10:20:00 AM,849.61,881.64,5.48,,,,,
292,01/05/15 10:30:00 AM,848.67,880.85,5.46,,,,,
293,01/05/15 10:40:00 AM,851.79,884.40,5.53,,,,,
294,01/05/15 10:50:00 AM,856.65,889.18,5.58,,,,,
295,01/05/15 11:00:00 AM,863.03,895.97,5.62,,,,,
296,01/05/15 11:10:00 AM,865.10,898.57,5.42,,,,,
297,01/05/15 11:20:00 AM,872.54,906.44,5.60,,,,,
298,01/05/15 11:30:00 AM,878.52,913.80,5.90,,,,,
299,01/05/15 11:40:00 AM,877.50,912.92,5.98,,,,,
300,01/05/15 11:50:00 AM,873.15,907.78,5.89,,,,,
301,01/05/15 12:00:00 PM,867.66,901.88,5.75,,,,,
302,01/05/15 12:10:00 PM,871.19,906.18,5.87,,,,,
303,01/05/15 12:20:00 PM,875.91,910.50,5.99,,,,,
304,01/05/15 12:30:00 PM,882.50,918.41,6.13,,,,,
305,01/05/15 12:40:00 PM,884.83,921.26,6.09,,,,,
306,01/05/15 12:50:00 PM,888.38,924.38,6.20,,,,,
307,01/05/15 01:00:00 PM,887.79,923.94,6.23,,,,,
308,01/05/15 01:10:00 PM,886.44,922.33,6.23,,,,,
309,01/05/15 01:20:00 PM,885.68,921.88,6.29,,,,,
310,01/05/15 01:30:00 PM,882.75,918.33,6.21,,,,,
311,01/05/15 01:40:00 PM,880.01,915.23,6.09,,,,,
312,01/05/15 01:50:00 PM,881.21,916.85,6.08,,,,,
313,01/05/15 02:00:00 PM,886.59,922.81,6.16,,,,,
314,01/05/15 02:10:00 PM,886.97,923.27,6.09,,,,,
315,01/05/15 02:20:00 PM,887.44,923.68,6.09,,,,,
316,01/05/15 02:30:00 PM,885.50,921.30,6.05,,,,,
317,01/05/15 02:40:00 PM,881.96,917.78,5.95,,,,,
318,01/05/15 02:50:00 PM,876.85,911.86,5.82,,,,,
319,01/05/15 03:00:00 PM,874.06,909.11,5.76,,,,,
320,01/05/15 03:10:00 PM,873.73,908.37,5.69,,,,,
321,01/05/15 03:20:00 PM,876.28,911.61,5.67,,,,,
322,01/05/15 03:30:00 PM,876.58,911.67,5.60,,,,,
323,01/05/15 03:40:00 PM,876.84,912.50,5.58,,,,,
324,01/05/15 03:50:00 PM,874.90,910.12,5.54,,,,,
325,01/05/15 04:00:00 PM,870.27,905.43,5.40,,,,,
326,01/05/15 04:10:00 PM,868.85,903.02,5.40,,,,,
327,01/05/15 04:20:00 PM,866.69,901.06,5.33,,,,,
328,01/05/15 04:30:00 PM,869.38,903.88,5.33,,,,,
329,01/05/15 04:40:00 PM,869.96,904.31,5.31,,,,,
330,01/05/15 04:50:00 PM,869.53,903.55,5.26,,,,,
331,01/05/15 05:00:00 PM,868.83,903.16,5.24,,,,,
332,01/05/15 05:10:00 PM,865.23,899.19,5.19,,,,,
333,01/05/15 05:20:00 PM,864.40,898.02,5.15,,,,,
334,01/05/15 05:30:00 PM,863.23,897.24,5.13,,,,,
335,01/05/15 05:40:00 PM,861.85,895.68,5.08,,,,,
336,01/05/15 05:50:00 PM,862.75,896.91,5.05,,,,,
337,01/05/15 06:00:00 PM,862.15,896.14,5.01,,,,,
338,01/05/15 06:10:00 PM,861.54,895.36,4.99,,,,,
339,01/05/15 06:20:00 PM,861.23,894.97,4.98,,,,,
340,01/05/15 06:30:00 PM,861.23,894.97,4.98,,,,,
341,01/05/15 06:40:00 PM,861.26,895.39,4.95,,,,,
342,01/05/15 06:50:00 PM,861.19,895.41,4.94,,,,,
343,01/05/15 07:00:00 PM,862.31,896.22,4.92,,,,,
344,01/05/15 07:10:00 PM,863.34,897.43,4.92,,,,,
345,01/05/15 07:20:00 PM,863.67,897.84,4.91,,,,,
346,01/05/15 07:30:00 PM,863.05,897.05,4.90,,,,,
347,01/05/15 07:40:00 PM,862.58,897.06,4.89,,,,,
348,01/05/15 07:50:00 PM,862.12,895.87,4.87,,,,,
349,01/05/15 08:00:00 PM,862.13,896.28,4.86,,,,,
350,01/05/15 08:10:00 PM,863.56,897.49,4.86,,,,,
351,01/05/15 08:20:00 PM,863.57,897.50,4.85,,,,,
352,01/05/15 08:30:00 PM,864.12,898.31,4.85,,,,,
353,01/05/15 08:40:00 PM,864.12,898.31,4.85,,,,,
354,01/05/15 08:50:00 PM,864.68,899.11,4.85,,,,,
355,01/05/15 09:00:00 PM,863.98,897.92,4.83,,,,,
356,01/05/15 09:10:00 PM,862.10,895.93,4.81,,,,,
357,01/05/15 09:20:00 PM,860.86,894.76,4.77,,,,,
358,01/05/15 09:30:00 PM,859.46,893.17,4.74,,,,,
359,01/05/15 09:40:00 PM,859.46,893.17,4.74,,,,,
360,01/05/15 09:50:00 PM,859.38,893.17,4.74,,,,,
361,01/05/15 10:00:00 PM,858.76,892.38,4.73,,,,,
362,01/05/15 10:10:00 PM,859.09,893.20,4.72,,,,,
363,01/05/15 10:20:00 PM,857.34,890.78,4.72,,,,,
364,01/05/15 10:30:00 PM,854.67,887.99,4.69,,,,,
365,01/05/15 10:40:00 PM,852.79,886.01,4.67,,,,,
366,01/05/15 10:50:00 PM,851.32,884.84,4.63,,,,,
367,01/05/15 11:00:00 PM,850.15,883.25,4.60,,,,,
368,01/05/15 11:10:00 PM,845.73,878.44,4.59,,,,,
369,01/05/15 11:20:00 PM,835.45,867.22,4.55,,,,,
370,01/05/15 11:30:00 PM,831.52,863.24,4.51,,,,,
371,01/05/15 11:40:00 PM,835.89,868.07,4.50,,,,,
372,01/05/15 11:50:00 PM,842.78,875.29,4.51,,,,,
373,01/06/15 12:00:00 AM,846.67,879.72,4.51,,,,,
374,01/06/15 12:10:00 AM,848.40,881.31,4.53,,,,,
375,01/06/15 12:20:00 AM,849.20,882.13,4.51,,,,,
376,01/06/15 12:30:00 AM,849.53,882.54,4.50,,,,,
377,01/06/15 12:40:00 AM,849.70,883.36,4.49,,,,,
378,01/06/15 12:50:00 AM,850.18,883.76,4.49,,,,,
379,01/06/15 01:00:00 AM,850.59,883.77,4.47,,,,,
380,01/06/15 01:10:00 AM,849.31,882.15,4.49,,,,,
381,01/06/15 01:20:00 AM,845.43,878.14,4.47,,,,,
382,01/06/15 01:30:00 AM,842.77,875.36,4.44,,,,,
383,01/06/15 01:40:00 AM,839.44,871.75,4.44,,,,,
384,01/06/15 01:50:00 AM,838.49,870.54,4.44,,,,,
385,01/06/15 02:00:00 AM,841.91,874.57,4.42,,,,,
386,01/06/15 02:10:00 AM,846.35,878.99,4.42,,,,,
387,01/06/15 02:20:00 AM,848.79,882.19,4.45,,,,,
388,01/06/15 02:30:00 AM,849.96,883.38,4.46,,,,,
389,01/06/15 02:40:00 AM,848.70,881.77,4.46,,,,,
390,01/06/15 02:50:00 AM,839.51,871.74,4.45,,,,,
391,01/06/15 03:00:00 AM,836.36,868.54,4.42,,,,,
392,01/06/15 03:10:00 AM,835.59,867.36,4.40,,,,,
393,01/06/15 03:20:00 AM,831.88,863.77,4.37,,,,,
