DateTime, Lvl, Turb, Site,Gain
1/16/2016 15:40,2.46,143,W13,10
1/16/2016 15:45,2.46,143,W13,10
1/16/2016 15:50,2.46,143,W13,10
1/16/2016 15:55,2.46,143,W13,10
1/16/2016 16:00,2.46,143,W13,10
1/16/2016 16:05,2.46,142,W13,10
1/16/2016 16:10,2.46,142,W13,10
1/16/2016 16:15,2.46,142,W13,10
1/16/2016 16:20,2.95,143,W13,10
1/16/2016 16:25,4.85,138,W13,10
1/16/2016 16:30,4.86,142,W13,10
1/16/2016 16:35,4.86,142,W13,10
1/16/2016 16:45,2.46,180,W13,10
1/16/2016 16:55,4.87,152,W13,10
1/16/2016 17:00,4.87,153,W13,10
1/16/2016 17:05,4.87,146,W13,10
1/16/2016 17:10,4.87,145,W13,10
1/16/2016 17:15,4.87,144,W13,10
1/16/2016 17:20,4.87,143,W13,10
1/16/2016 17:25,4.87,145,W13,10
1/16/2016 17:30,4.87,143,W13,10
1/16/2016 17:35,4.87,147,W13,10
1/16/2016 17:40,4.87,141,W13,10
1/16/2016 17:45,4.87,148,W13,10
1/16/2016 17:50,4.87,140,W13,10
1/16/2016 17:55,4.87,139,W13,10
1/16/2016 18:00,4.87,141,W13,10
1/16/2016 18:05,4.87,138,W13,10
1/16/2016 18:10,4.87,138,W13,10
1/16/2016 18:15,4.87,138,W13,10
1/16/2016 18:20,4.87,137,W13,10
1/16/2016 18:25,4.87,139,W13,10
1/16/2016 18:30,4.87,138,W13,10
1/16/2016 18:35,4.87,138,W13,10
1/16/2016 18:40,4.87,138,W13,10
1/16/2016 18:45,4.87,144,W13,10
1/16/2016 18:50,4.87,135,W13,10
1/16/2016 18:55,4.87,137,W13,10
1/16/2016 19:00,4.87,136,W13,10
1/16/2016 19:05,4.87,137,W13,10
1/16/2016 19:10,4.87,137,W13,10
1/16/2016 19:15,4.87,137,W13,10
1/16/2016 19:20,4.87,137,W13,10
1/16/2016 19:25,4.87,141,W13,10
1/16/2016 19:30,4.87,138,W13,10
1/16/2016 19:35,4.87,139,W13,10
1/16/2016 19:40,4.87,139,W13,10
1/16/2016 19:45,4.87,138,W13,10
1/16/2016 19:50,4.87,138,W13,10
1/16/2016 19:55,4.87,140,W13,10
1/16/2016 20:00,4.87,137,W13,10
1/16/2016 20:05,4.87,136,W13,10
1/16/2016 20:10,4.87,135,W13,10
1/16/2016 20:15,4.87,136,W13,10
1/16/2016 20:20,4.87,135,W13,10
1/16/2016 20:25,4.87,135,W13,10
1/16/2016 20:30,4.87,135,W13,10
1/16/2016 20:35,4.87,134,W13,10
1/16/2016 20:40,4.87,133,W13,10
1/16/2016 20:45,4.87,134,W13,10
1/16/2016 20:50,4.87,134,W13,10
1/16/2016 20:55,4.87,133,W13,10
1/16/2016 21:00,4.87,132,W13,10
1/16/2016 21:05,4.87,133,W13,10
1/16/2016 21:10,4.87,135,W13,10
1/16/2016 21:15,4.88,131,W13,10
