DateTime, Lvl, Turb, Site,Gain
1/8/2016 11:50,4.91,212,W13,10
1/8/2016 11:55,4.91,128,W13,10
1/8/2016 12:00,4.91,136,W13,10
1/8/2016 12:05,4.91,128,W13,10
1/8/2016 12:10,4.91,128,W13,10
1/8/2016 12:15,4.91,136,W13,10
1/8/2016 12:20,4.91,121,W13,10
1/8/2016 12:25,4.91,121,W13,10
1/8/2016 12:30,4.87,156,W13,10
1/8/2016 12:35,4.87,129,W13,10
1/8/2016 12:40,4.84,138,W13,10
1/8/2016 12:45,2.46,128,W13,10
1/8/2016 12:50,2.47,128,W13,10
1/8/2016 12:55,2.46,128,W13,10
1/8/2016 13:00,4.91,128,W13,10
1/8/2016 13:05,4.91,128,W13,10
1/8/2016 13:10,4.91,128,W13,10
1/8/2016 13:15,4.91,128,W13,10
1/8/2016 13:20,4.91,128,W13,10
1/8/2016 13:25,4.91,128,W13,10
1/8/2016 13:30,4.91,128,W13,10
1/8/2016 13:35,4.91,128,W13,10
1/8/2016 13:40,4.91,128,W13,10
1/8/2016 13:45,4.91,128,W13,10
1/8/2016 13:50,4.91,128,W13,10
1/8/2016 13:55,4.91,128,W13,10
1/8/2016 14:00,4.91,128,W13,10
1/8/2016 14:05,4.91,128,W13,10
1/8/2016 14:10,4.91,128,W13,10
1/8/2016 14:15,4.91,128,W13,10
1/8/2016 14:20,4.91,128,W13,10
1/8/2016 14:25,4.91,128,W13,10
1/8/2016 14:30,4.91,128,W13,10
1/8/2016 14:35,4.91,128,W13,10
1/8/2016 14:40,4.91,128,W13,10
1/8/2016 14:45,4.91,128,W13,10
1/8/2016 14:50,4.91,128,W13,10
1/8/2016 14:55,4.91,128,W13,10
1/8/2016 15:00,4.91,133,W13,10
1/8/2016 15:05,4.91,128,W13,10
1/8/2016 15:10,4.91,128,W13,10
1/8/2016 15:15,4.91,128,W13,10
1/8/2016 15:20,4.91,128,W13,10
1/8/2016 15:25,4.91,128,W13,10
1/8/2016 15:30,4.91,128,W13,10
1/8/2016 15:35,4.91,128,W13,10
1/8/2016 15:40,4.91,128,W13,10
1/8/2016 15:45,4.91,128,W13,10
