"Plot Title: LB_2_L"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 10522881, SEN S/N: 10522881)","Temp, °C (LGR S/N: 10522881, SEN S/N: 10522881)","Coupler Detached (LGR S/N: 10522881)","Coupler Attached (LGR S/N: 10522881)","Host Connected (LGR S/N: 10522881)","Stopped (LGR S/N: 10522881)","End Of File (LGR S/N: 10522881)"
45,01/20/15 11:40:00 PM,100.052,4.727,,,,,
46,01/20/15 11:50:00 PM,100.063,4.623,,,,,
47,01/21/15 12:00:00 AM,100.033,4.623,,,,,
48,01/21/15 12:10:00 AM,100.017,4.623,,,,,
49,01/21/15 12:20:00 AM,100.017,4.623,,,,,
50,01/21/15 12:30:00 AM,100.017,4.623,,,,,
51,01/21/15 12:40:00 AM,100.017,4.623,,,,,
52,01/21/15 12:50:00 AM,99.987,4.623,,,,,
53,01/21/15 01:00:00 AM,99.987,4.623,,,,,
54,01/21/15 01:10:00 AM,100.033,4.623,,,,,
55,01/21/15 01:20:00 AM,100.017,4.623,,,,,
56,01/21/15 01:30:00 AM,100.002,4.623,,,,,
57,01/21/15 01:40:00 AM,99.991,4.727,,,,,
58,01/21/15 01:50:00 AM,99.991,4.727,,,,,
59,01/21/15 02:00:00 AM,99.945,4.727,,,,,
60,01/21/15 02:10:00 AM,99.976,4.727,,,,,
61,01/21/15 02:20:00 AM,99.960,4.727,,,,,
62,01/21/15 02:30:00 AM,99.960,4.727,,,,,
63,01/21/15 02:40:00 AM,99.960,4.727,,,,,
64,01/21/15 02:50:00 AM,99.976,4.727,,,,,
65,01/21/15 03:00:00 AM,100.006,4.727,,,,,
66,01/21/15 03:10:00 AM,100.006,4.727,,,,,
67,01/21/15 03:20:00 AM,100.021,4.727,,,,,
68,01/21/15 03:30:00 AM,100.036,4.727,,,,,
69,01/21/15 03:40:00 AM,100.025,4.831,,,,,
70,01/21/15 03:50:00 AM,100.010,4.831,,,,,
71,01/21/15 04:00:00 AM,100.040,4.831,,,,,
72,01/21/15 04:10:00 AM,99.995,4.831,,,,,
73,01/21/15 04:20:00 AM,99.995,4.831,,,,,
74,01/21/15 04:30:00 AM,100.025,4.831,,,,,
75,01/21/15 04:40:00 AM,100.055,4.831,,,,,
76,01/21/15 04:50:00 AM,100.086,4.831,,,,,
77,01/21/15 05:00:00 AM,100.101,4.831,,,,,
78,01/21/15 05:10:00 AM,100.116,4.831,,,,,
79,01/21/15 05:20:00 AM,100.101,4.831,,,,,
80,01/21/15 05:30:00 AM,100.101,4.831,,,,,
81,01/21/15 05:40:00 AM,100.101,4.831,,,,,
82,01/21/15 05:50:00 AM,100.101,4.831,,,,,
83,01/21/15 06:00:00 AM,100.131,4.831,,,,,
84,01/21/15 06:10:00 AM,100.131,4.831,,,,,
85,01/21/15 06:20:00 AM,100.147,4.831,,,,,
86,01/21/15 06:30:00 AM,100.131,4.831,,,,,
87,01/21/15 06:40:00 AM,100.131,4.831,,,,,
88,01/21/15 06:50:00 AM,100.147,4.831,,,,,
89,01/21/15 07:00:00 AM,100.166,4.934,,,,,
90,01/21/15 07:10:00 AM,100.166,4.934,,,,,
91,01/21/15 07:20:00 AM,100.181,4.934,,,,,
92,01/21/15 07:30:00 AM,100.166,4.934,,,,,
93,01/21/15 07:40:00 AM,100.196,4.934,,,,,
94,01/21/15 07:50:00 AM,100.211,4.934,,,,,
95,01/21/15 08:00:00 AM,100.226,4.934,,,,,
96,01/21/15 08:10:00 AM,100.226,4.934,,,,,
97,01/21/15 08:20:00 AM,100.242,4.934,,,,,
98,01/21/15 08:30:00 AM,100.245,5.037,,,,,
99,01/21/15 08:40:00 AM,100.245,5.037,,,,,
100,01/21/15 08:50:00 AM,100.261,5.037,,,,,
101,01/21/15 09:00:00 AM,100.280,5.141,,,,,
102,01/21/15 09:10:00 AM,100.310,5.141,,,,,
103,01/21/15 09:20:00 AM,100.325,5.141,,,,,
104,01/21/15 09:30:00 AM,100.329,5.244,,,,,
105,01/21/15 09:40:00 AM,100.329,5.244,,,,,
106,01/21/15 09:50:00 AM,100.344,5.244,,,,,
107,01/21/15 10:00:00 AM,100.348,5.347,,,,,
108,01/21/15 10:10:00 AM,100.363,5.347,,,,,
109,01/21/15 10:20:00 AM,100.367,5.450,,,,,
110,01/21/15 10:30:00 AM,100.374,5.655,,,,,
111,01/21/15 10:40:00 AM,100.378,5.757,,,,,
112,01/21/15 10:50:00 AM,100.400,5.962,,,,,
113,01/21/15 11:00:00 AM,100.419,6.064,,,,,
114,01/21/15 11:10:00 AM,100.416,5.962,,,,,
115,01/21/15 11:20:00 AM,100.392,6.166,,,,,
116,01/21/15 11:30:00 AM,100.415,6.370,,,,,
117,01/21/15 11:40:00 AM,100.388,6.471,,,,,
118,01/21/15 11:50:00 AM,100.392,6.573,,,,,
119,01/21/15 12:00:00 PM,100.380,6.674,,,,,
120,01/21/15 12:10:00 PM,100.395,6.674,,,,,
121,01/21/15 12:20:00 PM,100.365,6.674,,,,,
122,01/21/15 12:30:00 PM,100.361,6.573,,,,,
123,01/21/15 12:40:00 PM,100.358,6.471,,,,,
124,01/21/15 12:50:00 PM,100.350,6.268,,,,,
125,01/21/15 01:00:00 PM,100.347,6.166,,,,,
126,01/21/15 01:10:00 PM,100.331,6.166,,,,,
127,01/21/15 01:20:00 PM,100.358,6.471,,,,,
128,01/21/15 01:30:00 PM,100.334,6.674,,,,,
129,01/21/15 01:40:00 PM,100.307,6.775,,,,,
130,01/21/15 01:50:00 PM,100.334,6.674,,,,,
131,01/21/15 02:00:00 PM,100.315,6.573,,,,,
132,01/21/15 02:10:00 PM,100.300,6.573,,,,,
133,01/21/15 02:20:00 PM,100.304,6.674,,,,,
134,01/21/15 02:30:00 PM,100.307,6.775,,,,,
135,01/21/15 02:40:00 PM,100.311,6.877,,,,,
136,01/21/15 02:50:00 PM,100.326,6.877,,,,,
137,01/21/15 03:00:00 PM,100.315,6.978,,,,,
138,01/21/15 03:10:00 PM,100.345,6.978,,,,,
139,01/21/15 03:20:00 PM,100.341,6.877,,,,,
140,01/21/15 03:30:00 PM,100.326,6.877,,,,,
141,01/21/15 03:40:00 PM,100.338,6.775,,,,,
142,01/21/15 03:50:00 PM,100.350,6.674,,,,,
143,01/21/15 04:00:00 PM,100.331,6.573,,,,,
144,01/21/15 04:10:00 PM,100.346,6.573,,,,,
145,01/21/15 04:20:00 PM,100.342,6.471,,,,,
146,01/21/15 04:30:00 PM,100.354,6.370,,,,,
147,01/21/15 04:40:00 PM,100.350,6.268,,,,,
148,01/21/15 04:50:00 PM,100.362,6.166,,,,,
149,01/21/15 05:00:00 PM,100.362,6.166,,,,,
150,01/21/15 05:10:00 PM,100.358,6.064,,,,,
151,01/21/15 05:20:00 PM,100.370,5.962,,,,,
152,01/21/15 05:30:00 PM,100.381,5.860,,,,,
153,01/21/15 05:40:00 PM,100.397,5.860,,,,,
154,01/21/15 05:50:00 PM,100.393,5.757,,,,,
155,01/21/15 06:00:00 PM,100.420,5.655,,,,,
156,01/21/15 06:10:00 PM,100.435,5.655,,,,,
157,01/21/15 06:20:00 PM,100.416,5.552,,,,,
158,01/21/15 06:30:00 PM,100.447,5.552,,,,,
159,01/21/15 06:40:00 PM,100.431,5.552,,,,,
160,01/21/15 06:50:00 PM,100.450,5.655,,,,,
161,01/21/15 07:00:00 PM,100.465,5.655,,,,,
162,01/21/15 07:10:00 PM,100.465,5.655,,,,,
163,01/21/15 07:20:00 PM,100.481,5.655,,,,,
164,01/21/15 07:30:00 PM,100.496,5.655,,,,,
165,01/21/15 07:40:00 PM,100.496,5.655,,,,,
166,01/21/15 07:50:00 PM,100.507,5.552,,,,,
167,01/21/15 08:00:00 PM,100.492,5.552,,,,,
168,01/21/15 08:10:00 PM,100.504,5.450,,,,,
169,01/21/15 08:20:00 PM,100.504,5.450,,,,,
170,01/21/15 08:30:00 PM,100.519,5.450,,,,,
171,01/21/15 08:40:00 PM,100.515,5.347,,,,,
172,01/21/15 08:50:00 PM,100.511,5.244,,,,,
173,01/21/15 09:00:00 PM,100.511,5.244,,,,,
174,01/21/15 09:10:00 PM,100.523,5.141,,,,,
175,01/21/15 09:20:00 PM,100.523,5.141,,,,,
176,01/21/15 09:30:00 PM,100.534,5.037,,,,,
177,01/21/15 09:40:00 PM,100.519,5.037,,,,,
178,01/21/15 09:50:00 PM,100.516,4.934,,,,,
179,01/21/15 10:00:00 PM,100.546,4.934,,,,,
180,01/21/15 10:10:00 PM,100.546,4.934,,,,,
181,01/21/15 10:20:00 PM,100.546,4.934,,,,,
182,01/21/15 10:30:00 PM,100.527,4.831,,,,,
183,01/21/15 10:40:00 PM,100.542,4.831,,,,,
184,01/21/15 10:50:00 PM,100.557,4.831,,,,,
185,01/21/15 11:00:00 PM,100.542,4.831,,,,,
186,01/21/15 11:10:00 PM,100.588,4.831,,,,,
187,01/21/15 11:20:00 PM,100.603,4.831,,,,,
188,01/21/15 11:30:00 PM,100.588,4.831,,,,,
189,01/21/15 11:40:00 PM,100.618,4.831,,,,,
190,01/21/15 11:50:00 PM,100.618,4.831,,,,,
191,01/22/15 12:00:00 AM,100.618,4.831,,,,,
192,01/22/15 12:10:00 AM,100.634,4.831,,,,,
193,01/22/15 12:20:00 AM,100.634,4.831,,,,,
194,01/22/15 12:30:00 AM,100.649,4.831,,,,,
195,01/22/15 12:40:00 AM,100.664,4.831,,,,,
196,01/22/15 12:50:00 AM,100.694,4.831,,,,,
197,01/22/15 01:00:00 AM,100.710,4.831,,,,,
198,01/22/15 01:10:00 AM,100.725,4.831,,,,,
199,01/22/15 01:20:00 AM,100.740,4.831,,,,,
200,01/22/15 01:30:00 AM,100.740,4.831,,,,,
201,01/22/15 01:40:00 AM,100.770,4.831,,,,,
202,01/22/15 01:50:00 AM,100.770,4.831,,,,,
203,01/22/15 02:00:00 AM,100.812,4.727,,,,,
204,01/22/15 02:10:00 AM,100.828,4.727,,,,,
205,01/22/15 02:20:00 AM,100.828,4.727,,,,,
206,01/22/15 02:30:00 AM,100.858,4.727,,,,,
207,01/22/15 02:40:00 AM,100.869,4.623,,,,,
208,01/22/15 02:50:00 AM,100.900,4.623,,,,,
209,01/22/15 03:00:00 AM,100.900,4.623,,,,,
210,01/22/15 03:10:00 AM,100.896,4.519,,,,,
211,01/22/15 03:20:00 AM,100.911,4.519,,,,,
212,01/22/15 03:30:00 AM,100.911,4.519,,,,,
213,01/22/15 03:40:00 AM,100.911,4.519,,,,,
214,01/22/15 03:50:00 AM,100.915,4.623,,,,,
215,01/22/15 04:00:00 AM,100.930,4.623,,,,,
216,01/22/15 04:10:00 AM,100.930,4.623,,,,,
217,01/22/15 04:20:00 AM,100.946,4.623,,,,,
218,01/22/15 04:30:00 AM,100.946,4.623,,,,,
219,01/22/15 04:40:00 AM,100.976,4.623,,,,,
220,01/22/15 04:50:00 AM,100.976,4.623,,,,,
221,01/22/15 05:00:00 AM,100.991,4.623,,,,,
222,01/22/15 05:10:00 AM,101.010,4.727,,,,,
223,01/22/15 05:20:00 AM,101.041,4.727,,,,,
224,01/22/15 05:30:00 AM,101.010,4.727,,,,,
225,01/22/15 05:40:00 AM,101.041,4.727,,,,,
226,01/22/15 05:50:00 AM,101.056,4.727,,,,,
227,01/22/15 06:00:00 AM,101.056,4.727,,,,,
228,01/22/15 06:10:00 AM,101.101,4.727,,,,,
229,01/22/15 06:20:00 AM,101.071,4.727,,,,,
230,01/22/15 06:30:00 AM,101.086,4.727,,,,,
231,01/22/15 06:40:00 AM,101.117,4.727,,,,,
232,01/22/15 06:50:00 AM,101.132,4.727,,,,,
233,01/22/15 07:00:00 AM,101.166,4.831,,,,,
234,01/22/15 07:10:00 AM,101.166,4.831,,,,,
235,01/22/15 07:20:00 AM,101.166,4.831,,,,,
236,01/22/15 07:30:00 AM,101.166,4.831,,,,,
237,01/22/15 07:40:00 AM,101.181,4.831,,,,,
238,01/22/15 07:50:00 AM,101.197,4.831,,,,,
239,01/22/15 08:00:00 AM,101.227,4.831,,,,,
240,01/22/15 08:10:00 AM,101.257,4.831,,,,,
241,01/22/15 08:20:00 AM,101.242,4.831,,,,,
242,01/22/15 08:30:00 AM,101.273,4.831,,,,,
243,01/22/15 08:40:00 AM,101.288,4.831,,,,,
244,01/22/15 08:50:00 AM,101.292,4.934,,,,,
245,01/22/15 09:00:00 AM,101.292,4.934,,,,,
246,01/22/15 09:10:00 AM,101.292,4.934,,,,,
247,01/22/15 09:20:00 AM,101.311,5.037,,,,,
248,01/22/15 09:30:00 AM,101.295,5.037,,,,,
249,01/22/15 09:40:00 AM,101.311,5.037,,,,,
250,01/22/15 09:50:00 AM,101.330,5.141,,,,,
251,01/22/15 10:00:00 AM,101.330,5.141,,,,,
252,01/22/15 10:10:00 AM,101.330,5.141,,,,,
253,01/22/15 10:20:00 AM,101.360,5.141,,,,,
254,01/22/15 10:30:00 AM,101.379,5.244,,,,,
255,01/22/15 10:40:00 AM,101.394,5.244,,,,,
256,01/22/15 10:50:00 AM,101.379,5.244,,,,,
257,01/22/15 11:00:00 AM,101.383,5.347,,,,,
258,01/22/15 11:10:00 AM,101.398,5.347,,,,,
259,01/22/15 11:20:00 AM,101.383,5.347,,,,,
260,01/22/15 11:30:00 AM,101.383,5.347,,,,,
261,01/22/15 11:40:00 AM,101.368,5.347,,,,,
262,01/22/15 11:50:00 AM,101.337,5.347,,,,,
263,01/22/15 12:00:00 PM,101.326,5.450,,,,,
264,01/22/15 12:10:00 PM,101.326,5.450,,,,,
265,01/22/15 12:20:00 PM,101.341,5.450,,,,,
266,01/22/15 12:30:00 PM,101.310,5.450,,,,,
267,01/22/15 12:40:00 PM,101.295,5.450,,,,,
268,01/22/15 12:50:00 PM,101.280,5.450,,,,,
269,01/22/15 01:00:00 PM,101.284,5.552,,,,,
270,01/22/15 01:10:00 PM,101.268,5.552,,,,,
271,01/22/15 01:20:00 PM,101.268,5.552,,,,,
272,01/22/15 01:30:00 PM,101.299,5.552,,,,,
273,01/22/15 01:40:00 PM,101.314,5.552,,,,,
274,01/22/15 01:50:00 PM,101.314,5.552,,,,,
275,01/22/15 02:00:00 PM,101.341,5.450,,,,,
276,01/22/15 02:10:00 PM,101.326,5.450,,,,,
277,01/22/15 02:20:00 PM,101.341,5.450,,,,,
278,01/22/15 02:30:00 PM,101.310,5.450,,,,,
279,01/22/15 02:40:00 PM,101.341,5.450,,,,,
280,01/22/15 02:50:00 PM,101.341,5.450,,,,,
281,01/22/15 03:00:00 PM,101.386,5.450,,,,,
282,01/22/15 03:10:00 PM,101.356,5.450,,,,,
283,01/22/15 03:20:00 PM,101.371,5.450,,,,,
284,01/22/15 03:30:00 PM,101.356,5.450,,,,,
285,01/22/15 03:40:00 PM,101.371,5.450,,,,,
286,01/22/15 03:50:00 PM,101.386,5.450,,,,,
287,01/22/15 04:00:00 PM,101.371,5.450,,,,,
288,01/22/15 04:10:00 PM,101.371,5.450,,,,,
289,01/22/15 04:20:00 PM,101.402,5.450,,,,,
290,01/22/15 04:30:00 PM,101.402,5.450,,,,,
291,01/22/15 04:40:00 PM,101.386,5.450,,,,,
292,01/22/15 04:50:00 PM,101.371,5.450,,,,,
293,01/22/15 05:00:00 PM,101.356,5.450,,,,,
294,01/22/15 05:10:00 PM,101.368,5.347,,,,,
295,01/22/15 05:20:00 PM,101.383,5.347,,,,,
296,01/22/15 05:30:00 PM,101.383,5.347,,,,,
297,01/22/15 05:40:00 PM,101.398,5.347,,,,,
298,01/22/15 05:50:00 PM,101.413,5.347,,,,,
299,01/22/15 06:00:00 PM,101.428,5.347,,,,,
300,01/22/15 06:10:00 PM,101.409,5.244,,,,,
301,01/22/15 06:20:00 PM,101.409,5.244,,,,,
302,01/22/15 06:30:00 PM,101.425,5.244,,,,,
303,01/22/15 06:40:00 PM,101.409,5.244,,,,,
304,01/22/15 06:50:00 PM,101.425,5.244,,,,,
305,01/22/15 07:00:00 PM,101.425,5.244,,,,,
306,01/22/15 07:10:00 PM,101.440,5.244,,,,,
307,01/22/15 07:20:00 PM,101.451,5.141,,,,,
308,01/22/15 07:30:00 PM,101.467,5.141,,,,,
309,01/22/15 07:40:00 PM,101.451,5.141,,,,,
310,01/22/15 07:50:00 PM,101.467,5.141,,,,,
311,01/22/15 08:00:00 PM,101.467,5.141,,,,,
312,01/22/15 08:10:00 PM,101.451,5.141,,,,,
313,01/22/15 08:20:00 PM,101.421,5.141,,,,,
314,01/22/15 08:30:00 PM,101.436,5.141,,,,,
315,01/22/15 08:40:00 PM,101.390,5.141,,,,,
316,01/22/15 08:50:00 PM,101.394,5.244,,,,,
317,01/22/15 09:00:00 PM,101.379,5.244,,,,,
318,01/22/15 09:10:00 PM,101.394,5.244,,,,,
319,01/22/15 09:20:00 PM,101.364,5.244,,,,,
320,01/22/15 09:30:00 PM,101.349,5.244,,,,,
321,01/22/15 09:40:00 PM,101.333,5.244,,,,,
322,01/22/15 09:50:00 PM,101.333,5.244,,,,,
323,01/22/15 10:00:00 PM,101.303,5.244,,,,,
324,01/22/15 10:10:00 PM,101.314,5.141,,,,,
325,01/22/15 10:20:00 PM,101.299,5.141,,,,,
326,01/22/15 10:30:00 PM,101.314,5.141,,,,,
327,01/22/15 10:40:00 PM,101.311,5.037,,,,,
328,01/22/15 10:50:00 PM,101.326,5.037,,,,,
329,01/22/15 11:00:00 PM,101.322,4.934,,,,,
330,01/22/15 11:10:00 PM,101.337,4.934,,,,,
331,01/22/15 11:20:00 PM,101.318,4.831,,,,,
332,01/22/15 11:30:00 PM,101.349,4.831,,,,,
333,01/22/15 11:40:00 PM,101.330,4.727,,,,,
334,01/22/15 11:50:00 PM,101.330,4.727,,,,,
335,01/23/15 12:00:00 AM,101.330,4.727,,,,,
336,01/23/15 12:10:00 AM,101.311,4.623,,,,,
337,01/23/15 12:20:00 AM,101.311,4.623,,,,,
338,01/23/15 12:30:00 AM,101.296,4.623,,,,,
339,01/23/15 12:40:00 AM,101.296,4.623,,,,,
340,01/23/15 12:50:00 AM,101.292,4.519,,,,,
341,01/23/15 01:00:00 AM,101.292,4.519,,,,,
342,01/23/15 01:10:00 AM,101.292,4.519,,,,,
343,01/23/15 01:20:00 AM,101.292,4.519,,,,,
344,01/23/15 01:30:00 AM,101.292,4.519,,,,,
345,01/23/15 01:40:00 AM,101.292,4.519,,,,,
346,01/23/15 01:50:00 AM,101.277,4.519,,,,,
347,01/23/15 02:00:00 AM,101.242,4.415,,,,,
348,01/23/15 02:10:00 AM,101.242,4.415,,,,,
349,01/23/15 02:20:00 AM,101.227,4.415,,,,,
350,01/23/15 02:30:00 AM,101.197,4.415,,,,,
351,01/23/15 02:40:00 AM,101.181,4.415,,,,,
352,01/23/15 02:50:00 AM,101.166,4.415,,,,,
353,01/23/15 03:00:00 AM,101.166,4.415,,,,,
354,01/23/15 03:10:00 AM,101.151,4.415,,,,,
355,01/23/15 03:20:00 AM,101.151,4.415,,,,,
356,01/23/15 03:30:00 AM,101.166,4.415,,,,,
357,01/23/15 03:40:00 AM,101.136,4.415,,,,,
358,01/23/15 03:50:00 AM,101.121,4.415,,,,,
359,01/23/15 04:00:00 AM,101.121,4.415,,,,,
360,01/23/15 04:10:00 AM,101.121,4.415,,,,,
361,01/23/15 04:20:00 AM,101.090,4.415,,,,,
362,01/23/15 04:30:00 AM,101.090,4.415,,,,,
363,01/23/15 04:40:00 AM,101.075,4.415,,,,,
364,01/23/15 04:50:00 AM,101.044,4.415,,,,,
365,01/23/15 05:00:00 AM,101.056,4.311,,,,,
366,01/23/15 05:10:00 AM,101.041,4.311,,,,,
367,01/23/15 05:20:00 AM,101.025,4.311,,,,,
368,01/23/15 05:30:00 AM,100.995,4.311,,,,,
369,01/23/15 05:40:00 AM,100.995,4.311,,,,,
370,01/23/15 05:50:00 AM,100.949,4.311,,,,,
371,01/23/15 06:00:00 AM,100.949,4.311,,,,,
372,01/23/15 06:10:00 AM,100.934,4.311,,,,,
373,01/23/15 06:20:00 AM,100.904,4.311,,,,,
374,01/23/15 06:30:00 AM,100.949,4.311,,,,,
375,01/23/15 06:40:00 AM,100.934,4.311,,,,,
376,01/23/15 06:50:00 AM,100.919,4.311,,,,,
377,01/23/15 07:00:00 AM,100.934,4.311,,,,,
378,01/23/15 07:10:00 AM,100.919,4.311,,,,,
379,01/23/15 07:20:00 AM,100.873,4.311,,,,,
380,01/23/15 07:30:00 AM,100.858,4.311,,,,,
381,01/23/15 07:40:00 AM,100.843,4.311,,,,,
382,01/23/15 07:50:00 AM,100.828,4.311,,,,,
383,01/23/15 08:00:00 AM,100.828,4.311,,,,,
384,01/23/15 08:10:00 AM,100.812,4.311,,,,,
385,01/23/15 08:20:00 AM,100.828,4.311,,,,,
386,01/23/15 08:30:00 AM,100.797,4.311,,,,,
387,01/23/15 08:40:00 AM,100.812,4.311,,,,,
388,01/23/15 08:50:00 AM,100.782,4.311,,,,,
389,01/23/15 09:00:00 AM,100.771,4.415,,,,,
390,01/23/15 09:10:00 AM,100.755,4.415,,,,,
391,01/23/15 09:20:00 AM,100.759,4.519,,,,,
392,01/23/15 09:30:00 AM,100.774,4.519,,,,,
393,01/23/15 09:40:00 AM,100.732,4.623,,,,,
394,01/23/15 09:50:00 AM,100.732,4.623,,,,,
395,01/23/15 10:00:00 AM,100.736,4.727,,,,,
396,01/23/15 10:10:00 AM,100.721,4.727,,,,,
397,01/23/15 10:20:00 AM,100.725,4.831,,,,,
398,01/23/15 10:30:00 AM,100.713,4.934,,,,,
399,01/23/15 10:40:00 AM,100.698,4.934,,,,,
400,01/23/15 10:50:00 AM,100.702,5.037,,,,,
401,01/23/15 11:00:00 AM,100.687,5.037,,,,,
402,01/23/15 11:10:00 AM,100.690,5.141,,,,,
403,01/23/15 11:20:00 AM,100.645,5.141,,,,,
404,01/23/15 11:30:00 AM,100.614,5.141,,,,,
405,01/23/15 11:40:00 AM,100.557,5.244,,,,,
406,01/23/15 11:50:00 AM,100.542,5.244,,,,,
407,01/23/15 12:00:00 PM,100.481,5.244,,,,,
408,01/23/15 12:10:00 PM,100.470,5.347,,,,,
409,01/23/15 12:20:00 PM,100.428,5.450,,,,,
410,01/23/15 12:30:00 PM,100.397,5.450,,,,,
411,01/23/15 12:40:00 PM,100.428,5.450,,,,,
412,01/23/15 12:50:00 PM,100.412,5.450,,,,,
413,01/23/15 01:00:00 PM,100.412,5.450,,,,,
414,01/23/15 01:10:00 PM,100.367,5.450,,,,,
415,01/23/15 01:20:00 PM,100.382,5.450,,,,,
416,01/23/15 01:30:00 PM,100.382,5.450,,,,,
417,01/23/15 01:40:00 PM,100.336,5.450,,,,,
418,01/23/15 01:50:00 PM,100.306,5.450,,,,,
419,01/23/15 02:00:00 PM,100.275,5.450,,,,,
420,01/23/15 02:10:00 PM,100.260,5.450,,,,,
421,01/23/15 02:20:00 PM,100.260,5.450,,,,,
422,01/23/15 02:30:00 PM,100.291,5.450,,,,,
423,01/23/15 02:40:00 PM,100.260,5.450,,,,,
424,01/23/15 02:50:00 PM,100.245,5.450,,,,,
425,01/23/15 03:00:00 PM,100.245,5.450,,,,,
426,01/23/15 03:10:00 PM,100.230,5.450,,,,,
427,01/23/15 03:20:00 PM,100.199,5.450,,,,,
428,01/23/15 03:30:00 PM,100.154,5.450,,,,,
429,01/23/15 03:40:00 PM,100.157,5.552,,,,,
430,01/23/15 03:50:00 PM,100.142,5.552,,,,,
431,01/23/15 04:00:00 PM,100.123,5.450,,,,,
432,01/23/15 04:10:00 PM,100.108,5.450,,,,,
433,01/23/15 04:20:00 PM,100.078,5.450,,,,,
434,01/23/15 04:30:00 PM,100.062,5.450,,,,,
435,01/23/15 04:40:00 PM,100.059,5.347,,,,,
436,01/23/15 04:50:00 PM,100.028,5.347,,,,,
437,01/23/15 05:00:00 PM,100.028,5.347,,,,,
438,01/23/15 05:10:00 PM,100.059,5.347,,,,,
439,01/23/15 05:20:00 PM,100.025,5.244,,,,,
440,01/23/15 05:30:00 PM,100.025,5.244,,,,,
441,01/23/15 05:40:00 PM,100.009,5.244,,,,,
442,01/23/15 05:50:00 PM,99.994,5.244,,,,,
443,01/23/15 06:00:00 PM,100.036,5.141,,,,,
444,01/23/15 06:10:00 PM,100.021,5.141,,,,,
445,01/23/15 06:20:00 PM,99.991,5.141,,,,,
446,01/23/15 06:30:00 PM,99.991,5.141,,,,,
447,01/23/15 06:40:00 PM,100.006,5.141,,,,,
448,01/23/15 06:50:00 PM,100.006,5.141,,,,,
449,01/23/15 07:00:00 PM,99.991,5.141,,,,,
450,01/23/15 07:10:00 PM,99.991,5.141,,,,,
451,01/23/15 07:20:00 PM,99.991,5.141,,,,,
452,01/23/15 07:30:00 PM,99.975,5.141,,,,,
453,01/23/15 07:40:00 PM,99.975,5.141,,,,,
