DateTime, Lvl, Turb, Site,Gain
1/16/2016 10:40,0.14,92, W207,10
1/16/2016 10:45,0.14,91, W207,10
1/16/2016 10:50,0.14,90, W207,10
1/16/2016 10:55,0.14,90, W207,10
1/16/2016 11:00,0.14,89, W207,10
1/16/2016 11:05,0.14,89, W207,10
1/16/2016 11:10,0.14,88, W207,10
1/16/2016 11:15,0.14,90, W207,10
1/16/2016 11:20,0.14,89, W207,10
1/16/2016 11:25,0.14,86, W207,10
1/16/2016 11:30,0.14,86, W207,10
1/16/2016 11:35,0.14,87, W207,10
1/16/2016 11:40,0.14,87, W207,10
1/16/2016 11:45,0.14,85, W207,10
1/16/2016 11:50,0.14,84, W207,10
1/16/2016 11:55,0.14,85, W207,10
1/16/2016 12:00,0.14,85, W207,10
1/16/2016 12:05,0.14,88, W207,10
1/16/2016 12:10,0.14,86, W207,10
1/16/2016 12:15,0.14,85, W207,10
1/16/2016 12:20,0.14,83, W207,10
1/16/2016 12:25,0.14,83, W207,10
1/16/2016 12:30,0.14,86, W207,10
1/16/2016 12:35,0.14,85, W207,10
1/16/2016 12:40,0.14,86, W207,10
1/16/2016 12:45,0.14,86, W207,10
1/16/2016 12:50,0.14,87, W207,10
1/16/2016 12:55,0.14,88, W207,10
1/16/2016 13:00,0.14,92, W207,10
1/16/2016 13:05,0.14,90, W207,10
1/16/2016 13:10,0.14,92, W207,10
1/16/2016 13:15,0.14,93, W207,10
1/16/2016 13:20,0.14,93, W207,10
1/16/2016 13:25,0.14,93, W207,10
1/16/2016 13:30,0.14,95, W207,10
1/16/2016 13:35,0.14,95, W207,10
1/16/2016 13:40,0.14,96, W207,10
1/16/2016 13:45,0.14,96, W207,10
1/16/2016 13:50,0.14,94, W207,10
1/16/2016 13:55,0.14,93, W207,10
1/16/2016 14:00,0.14,96, W207,10
1/16/2016 14:05,0.14,101, W207,10
1/16/2016 14:10,0.14,94, W207,10
1/16/2016 14:15,0.14,95, W207,10
1/16/2016 14:20,0.14,92, W207,10
1/16/2016 14:25,0.14,92, W207,10
1/16/2016 14:30,0.14,90, W207,10
1/16/2016 14:35,0.14,90, W207,10
1/16/2016 14:40,0.14,91, W207,10
1/16/2016 14:45,0.14,86, W207,10
1/16/2016 14:50,0.14,88, W207,10
1/16/2016 14:55,0.14,85, W207,10
1/16/2016 15:00,0.14,83, W207,10
1/16/2016 15:05,0.14,86, W207,10
1/16/2016 15:10,0.14,84, W207,10
1/16/2016 15:15,0.14,84, W207,10
1/16/2016 15:20,0.14,85, W207,10
1/16/2016 15:25,0.14,83, W207,10
1/16/2016 15:30,0.14,83, W207,10
1/16/2016 15:35,0.14,86, W207,10
1/16/2016 15:40,0.14,82, W207,10
1/16/2016 15:45,0.14,82, W207,10
1/16/2016 15:50,0.14,82, W207,10
1/16/2016 15:55,0.14,81, W207,10
1/16/2016 16:00,0.14,81, W207,10
1/16/2016 16:05,0.14,81, W207,10
1/16/2016 16:10,0.14,85, W207,10
1/16/2016 16:15,0.14,80, W207,10
1/16/2016 16:20,0.14,81, W207,10
1/16/2016 16:25,0.14,79, W207,10
1/16/2016 16:30,0.14,78, W207,10
1/16/2016 16:35,0.14,79, W207,10
1/16/2016 16:40,0.14,78, W207,10
1/16/2016 16:45,0.14,78, W207,10
1/16/2016 16:50,0.14,80, W207,10
1/16/2016 16:55,0.14,77, W207,10
1/16/2016 17:00,0.14,77, W207,10
1/16/2016 17:05,0.14,78, W207,10
1/16/2016 17:10,0.14,78, W207,10
1/16/2016 17:15,0.14,76, W207,10
1/16/2016 17:20,0.14,76, W207,10
1/16/2016 17:25,0.14,76, W207,10
1/16/2016 17:30,0.14,77, W207,10
1/16/2016 17:35,0.14,77, W207,10
1/16/2016 17:40,0.14,78, W207,10
1/16/2016 17:45,0.14,78, W207,10
1/16/2016 17:50,0.14,75, W207,10
1/16/2016 17:55,0.14,75, W207,10
1/16/2016 18:00,0.14,75, W207,10
1/16/2016 18:05,0.14,75, W207,10
1/16/2016 18:10,0.14,75, W207,10
1/16/2016 18:15,0.14,74, W207,10
1/16/2016 18:20,0.14,77, W207,10
1/16/2016 18:25,0.14,75, W207,10
1/16/2016 18:30,0.14,75, W207,10
1/16/2016 18:35,0.14,73, W207,10
1/16/2016 18:40,0.14,74, W207,10
1/16/2016 18:45,0.14,74, W207,10
1/16/2016 18:50,0.14,74, W207,10
1/16/2016 18:55,0.14,73, W207,10
