DateTime, Lvl, Turb, Site,Gain
12/18/2015 12:00,0.14,201, W207,10
12/18/2015 12:05,0.14,202, W207,10
12/18/2015 12:10,0.14,198, W207,10
12/18/2015 12:15,0.14,199, W207,10
12/18/2015 12:20,0.14,199, W207,10
12/18/2015 12:25,0.14,193, W207,10
12/18/2015 12:30,0.14,193, W207,10
12/18/2015 12:35,0.14,188, W207,10
12/18/2015 12:40,0.14,185, W207,10
12/18/2015 12:45,0.14,184, W207,10
12/18/2015 12:50,0.14,186, W207,10
12/18/2015 12:55,0.14,185, W207,10
12/18/2015 13:00,0.14,185, W207,10
12/18/2015 13:05,0.14,181, W207,10
12/18/2015 13:10,0.14,176, W207,10
12/18/2015 13:15,0.14,179, W207,10
12/18/2015 13:20,0.14,175, W207,10
12/18/2015 13:25,0.14,176, W207,10
12/18/2015 13:30,0.14,173, W207,10
12/18/2015 13:35,0.14,176, W207,10
12/18/2015 13:40,0.14,177, W207,10
12/18/2015 13:45,0.14,172, W207,10
12/18/2015 13:50,0.14,171, W207,10
12/18/2015 13:55,0.14,169, W207,10
12/18/2015 14:00,0.14,168, W207,10
12/18/2015 14:05,0.14,166, W207,10
12/18/2015 14:10,0.14,165, W207,10
12/18/2015 14:15,0.14,164, W207,10
12/18/2015 14:20,0.14,160, W207,10
12/18/2015 14:25,0.14,160, W207,10
12/18/2015 14:30,0.14,159, W207,10
12/18/2015 14:35,0.14,158, W207,10
12/18/2015 14:40,0.14,165, W207,10
12/18/2015 14:45,0.14,158, W207,10
12/18/2015 14:50,0.14,155, W207,10
12/18/2015 14:55,0.14,151, W207,10
12/18/2015 15:00,0.14,153, W207,10
12/18/2015 15:05,0.14,154, W207,10
12/18/2015 15:10,0.14,152, W207,10
12/18/2015 15:15,0.14,152, W207,10
12/18/2015 15:20,0.14,147, W207,10
12/18/2015 15:25,0.14,147, W207,10
12/18/2015 15:30,0.14,145, W207,10
12/18/2015 15:35,0.14,145, W207,10
12/18/2015 15:40,0.14,144, W207,10
12/18/2015 15:45,0.14,140, W207,10
12/18/2015 15:50,0.14,138, W207,10
12/18/2015 15:55,0.14,139, W207,10
12/18/2015 16:00,0.14,137, W207,10
12/18/2015 16:05,0.14,134, W207,10
12/18/2015 16:10,0.13,136, W207,10
12/18/2015 16:15,0.14,135, W207,10
12/18/2015 16:20,0.13,134, W207,10
12/18/2015 16:25,0.13,132, W207,10
12/18/2015 16:30,0.14,131, W207,10
12/18/2015 16:35,0.13,132, W207,10
12/18/2015 16:40,0.14,133, W207,10
12/18/2015 16:45,0.14,131, W207,10
12/18/2015 16:50,0.13,131, W207,10
12/18/2015 16:55,0.13,127, W207,10
12/18/2015 17:00,0.13,130, W207,10
12/18/2015 17:05,0.13,126, W207,10
12/18/2015 17:10,0.13,126, W207,10
12/18/2015 17:15,0.13,124, W207,10
12/18/2015 17:20,0.13,126, W207,10
12/18/2015 17:25,0.13,125, W207,10
12/18/2015 17:30,0.13,123, W207,10
12/18/2015 17:35,0.13,122, W207,10
12/18/2015 17:40,0.13,122, W207,10
12/18/2015 17:45,0.13,121, W207,10
12/18/2015 17:50,0.13,123, W207,10
12/18/2015 17:55,0.13,120, W207,10
12/18/2015 18:00,0.13,116, W207,10
12/18/2015 18:05,0.13,117, W207,10
12/18/2015 18:10,0.13,115, W207,10
12/18/2015 18:15,0.13,115, W207,10
12/18/2015 18:20,0.13,118, W207,10
12/18/2015 18:25,0.13,116, W207,10
12/18/2015 18:30,0.13,112, W207,10
12/18/2015 18:35,0.13,116, W207,10
12/18/2015 18:40,0.13,112, W207,10
12/18/2015 18:45,0.13,110, W207,10
12/18/2015 18:50,0.13,110, W207,10
12/18/2015 18:55,0.13,110, W207,10
12/18/2015 19:00,0.13,111, W207,10
12/18/2015 19:05,0.13,108, W207,10
12/18/2015 19:10,0.13,108, W207,10
12/18/2015 19:15,0.13,106, W207,10
12/18/2015 19:20,0.13,105, W207,10
12/18/2015 19:25,0.13,106, W207,10
12/18/2015 19:30,0.13,104, W207,10
12/18/2015 19:35,0.13,106, W207,10
12/18/2015 19:40,0.13,102, W207,10
12/18/2015 19:45,0.13,105, W207,10
12/18/2015 19:50,0.13,103, W207,10
12/18/2015 19:55,0.13,99, W207,10
12/18/2015 20:00,0.13,101, W207,10
12/18/2015 20:05,0.13,99, W207,10
12/18/2015 20:10,0.13,100, W207,10
12/18/2015 20:15,0.13,101, W207,10
12/18/2015 20:20,0.13,100, W207,10
12/18/2015 20:25,0.13,99, W207,10
12/18/2015 20:30,0.13,100, W207,10
12/18/2015 20:35,0.13,99, W207,10
12/18/2015 20:40,0.13,99, W207,10
12/18/2015 20:45,0.13,97, W207,10
12/18/2015 20:50,0.13,97, W207,10
12/18/2015 20:55,0.13,96, W207,10
12/18/2015 21:00,0.13,93, W207,10
12/18/2015 21:05,0.13,93, W207,10
12/18/2015 21:10,0.13,93, W207,10
12/18/2015 21:15,0.13,95, W207,10
12/18/2015 21:20,0.13,92, W207,10
12/18/2015 21:25,0.13,92, W207,10
12/18/2015 21:30,0.13,92, W207,10
12/18/2015 21:35,0.13,92, W207,10
12/18/2015 21:40,0.13,89, W207,10
12/18/2015 21:45,0.13,92, W207,10
12/18/2015 21:50,0.13,90, W207,10
12/18/2015 21:55,0.13,88, W207,10
12/18/2015 22:00,0.13,89, W207,10
12/18/2015 22:05,0.13,89, W207,10
12/18/2015 22:10,0.13,89, W207,10
12/18/2015 22:15,0.13,88, W207,10
12/18/2015 22:20,0.13,88, W207,10
12/18/2015 22:25,0.13,87, W207,10
12/18/2015 22:30,0.13,86, W207,10
12/18/2015 22:35,0.13,86, W207,10
12/18/2015 22:40,0.13,86, W207,10
12/18/2015 22:45,0.13,87, W207,10
12/18/2015 22:50,0.13,85, W207,10
12/18/2015 22:55,0.13,85, W207,10
12/18/2015 23:00,0.13,84, W207,10
12/18/2015 23:05,0.13,85, W207,10
12/18/2015 23:10,0.13,83, W207,10
12/18/2015 23:15,0.13,84, W207,10
12/18/2015 23:20,0.13,83, W207,10
12/18/2015 23:25,0.13,85, W207,10
12/18/2015 23:30,0.13,82, W207,10
12/18/2015 23:35,0.13,83, W207,10
12/18/2015 23:40,0.13,81, W207,10
12/18/2015 23:45,0.13,81, W207,10
12/18/2015 23:50,0.13,81, W207,10
12/18/2015 23:55,0.13,81, W207,10
12/19/2015 0:00,0.13,80, W207,10
12/19/2015 0:05,0.13,79, W207,10
12/19/2015 0:10,0.13,80, W207,10
12/19/2015 0:15,0.13,80, W207,10
12/19/2015 0:20,0.13,81, W207,10
12/19/2015 0:25,0.13,79, W207,10
12/19/2015 0:30,0.13,78, W207,10
12/19/2015 0:35,0.13,78, W207,10
12/19/2015 0:40,0.13,77, W207,10
12/19/2015 0:45,0.13,80, W207,10
12/19/2015 0:50,0.13,80, W207,10
12/19/2015 0:55,0.13,78, W207,10
12/19/2015 1:00,0.13,78, W207,10
12/19/2015 1:05,0.13,78, W207,10
12/19/2015 1:10,0.13,78, W207,10
12/19/2015 1:15,0.13,77, W207,10
12/19/2015 1:20,0.13,77, W207,10
12/19/2015 1:25,0.13,77, W207,10
12/19/2015 1:30,0.13,77, W207,10
12/19/2015 1:35,0.13,77, W207,10
12/19/2015 1:40,0.13,76, W207,10
12/19/2015 1:45,0.13,77, W207,10
12/19/2015 1:50,0.13,77, W207,10
12/19/2015 1:55,0.13,77, W207,10
12/19/2015 2:00,0.13,78, W207,10
12/19/2015 2:05,0.13,77, W207,10
12/19/2015 2:10,0.13,79, W207,10
12/19/2015 2:15,0.13,82, W207,10
12/19/2015 2:20,0.13,79, W207,10
12/19/2015 2:25,0.13,81, W207,10
12/19/2015 2:30,0.13,81, W207,10
12/19/2015 2:35,0.13,83, W207,10
12/19/2015 2:40,0.13,82, W207,10
12/19/2015 2:45,0.13,83, W207,10
12/19/2015 2:50,0.13,81, W207,10
12/19/2015 2:55,0.13,81, W207,10
12/19/2015 3:00,0.13,80, W207,10
12/19/2015 3:05,0.13,83, W207,10
12/19/2015 3:10,0.13,79, W207,10
12/19/2015 3:15,0.13,79, W207,10
12/19/2015 3:20,0.13,78, W207,10
12/19/2015 3:25,0.13,77, W207,10
12/19/2015 3:30,0.13,77, W207,10
12/19/2015 3:35,0.13,77, W207,10
12/19/2015 3:40,0.13,75, W207,10
12/19/2015 3:45,0.13,75, W207,10
12/19/2015 3:50,0.13,75, W207,10
12/19/2015 3:55,0.13,73, W207,10
12/19/2015 4:00,0.13,73, W207,10
12/19/2015 4:05,0.13,73, W207,10
12/19/2015 4:10,0.13,73, W207,10
12/19/2015 4:15,0.13,72, W207,10
